token,brand_order_token,rating,comment,replies,retailer_name,created_at,publish_at
br_gndzs8648u,bo_en9ca8wfzg,5,Purchased jewelry from this brand for my Floral Shop & Boutique. WOW! The fulfillment and shipping was very quick. The jewelry i purchased is absolutely beautiful and the craftsmanship is unbeatable. Very pretty and funky. Super happy that it’s fair trade as well. Pleased to offer this brand at my store. The jewelry came with a complementary shelf talker and an informative example of a Tagua nut! Super satisfied and look forward to doing business with them for years to come! ,0,Art Floral,1709942195000,1710270000000
br_akn2t6rdjm,bo_4u5n83p3gk,5,Fast shipping. The colors are Beautiful and the quality is amazing.  ,0,Pretty on Me,1708541443000,1708718400000
br_uqvdj7gbnu,bo_yacfstnj36,5,Love this jewelry and so do my customers. Great ads to outfits! Just love the variety and colors!!! ,0,Periwinkle Poppy Boutique,1708449125000,1708632000000
br_86fh99bzwq,bo_b8ca8uxhcc,5,great products ,0,French Twist Boutique,1707701629000,1707940800000
br_q3zpspz623,bo_sy9gaye2w9,5,nice Always beautiful and great value. I have order from them many times and I always sell out of everything.,0,Anita Rochelle Boutique,1707147424000,1707336000000
br_3buud96qpw,bo_58drrf7d52,5,Excellent  ,0,Hummingbird Fashions,1706238758000,1706644800000
br_w8enhyn3yf,bo_hc9aud5kxz,5,"This jewelry is amazing! Beautiful designs, love the colors! My customers just love them!",0,Periwinkle Poppy Boutique,1705155308000,1705521600000
br_3v5y4ydn5t,bo_n88k2ezjf3,5,"Fantastic! So excited to see how these do in our shop! The colors are bold and beautiful, packaging is well done, and the quality looks great!",0,Ethical Hope,1704976363000,1705435200000
br_jk3vqhu86u,bo_gyt2qhcn8d,5,"Lightweight, colorful and big! Love these earrings and necklaces! Customers love a vibrant red necklace that’s lightweight and can perk up your day! Earrings are fabulous! I love all the links, hoops and chain styles!",0,Favor & Hotcakes Design,1696880443000,1697050800000
br_nbg49a4mfn,bo_bsg5qr658a,5,I love the colors and light weight  ,0,Dawn Bacchus,1696528041000,1696964400000
br_sawtybs265,bo_jqh56zywxb,5,Excellent jewelry.  ,0,Dawn Bacchus,1696527991000,1696964400000
br_zpmnxgygqs,bo_m48u5njab2,1,Very disappointed with the products. The studs of the earrings are very easy to pull off. ,0,Ilima,1695817490000,1696014000000
br_bnwwy56uhw,bo_34xtvx5q4n,5,We LOVE Organic Tagua Jewelry It continues to sell and we continue to buy. Our customers love it!,0,CRAZY LADYZ,1692990647000,1693335600000
br_xg6kkrq8fq,bo_bahqgnj4fb,5,Beautiful jewelry! ,0,Darbe & Co. Boutique,1692639451000,1692817200000
br_brggjhmjsf,bo_c84zgwye85,1,The billing is incorrect  11 items out of stock that said they were in stock when I ordered,0,Birds EyeView Gallery,1692190013000,1692385200000
br_9feesj5m4e,bo_ugq9ps8mf9,5,Looks great in my shop! ,0,Sunborn Gardens,1692032010000,1692212400000
br_2qhswehdfg,bo_qtnbp3zcr9,5,"Wow! Really Wonderful!  Color combinations, quality and design are fantastic! First day sold 4 necklaces, second day 2! My display was gorgeous— just selling too fast! Wish they were on insider shipping but glad to find them! Sold another 5 pieces this week! Tagua chains are incredible. Gushing with compliments! Customers walked out wearing them!",0,Favor & Hotcakes Design,1691999834000,1692212400000
br_yxcmpmjxsg,bo_me4cpwkenf,5,Love these light weight casual earrings! ,0,Lagniappe Designs,1691860473000,1692126000000
br_ddvq9yk8f8,bo_83dztcw24e,5,"Beautiful! Tagua necklaces and earrings are a good seller for us, our customers love them!",0,Kathy's Dress Shop,1691420944000,1691607600000
br_pvh6tc8emb,bo_rzc8qhuzm3,5,Great! ,0,Simply Amazing Unique Boutique,1689656967000,1689879600000
br_ccz2wv6fqw,bo_53ur8v8nkd,5,Great product with good message.  ,0,RazMaTaz,1688586150000,1688756400000
br_yfaytv5ptf,bo_6cw59p6um5,5,"Absolutely fun fabulous jewelry! I didn’t order enough!! Definitely putting another order in. What I love most about this jewelry is, it’s lite weight. ",0,Southern Charm Ladies Boutique,1687294524000,1687460400000
br_swkuer4ny3,bo_m3gd9a44dt,5,Such unique pieces Very light weight statement pieces made from Tagua nuts. I love these pieces and so do my clients.,0,Lady Legacy LLC,1687286272000,1687460400000
br_xf94gqdd7c,bo_de9zdedzr8,5,Beautiful  Very impressed with this product. Their jewelry in person is stunning ,0,Designer's Touch Florist & Gift Shop,1685571691000,1685732400000
br_njyp7qe8tu,bo_fev6k3hne5,5,Always good  Always good seller at our store. Good product and good message ,0,RazMaTaz,1685563105000,1685732400000
br_tgayxahdh6,bo_dxx5mbn875,5,Great quality. Unique jewelry in a wide array of colors and styles.,0,The Old Log House,1684369575000,1684782000000
br_2q848azx88,bo_bzha5jce7q,5,"Fabulous products! We love Tagua! We have been carrying Tagua in our shop for several years and we're always pleased with the products, the quality and the customer service. ",0,Front Paige Outfitters,1683729600000,1683918000000
br_pbdj9kqgpc,bo_3ksnt89upb,5,Great product.  Load more on Faire.  So many that I ordered were out of stock. Load more on Faire.,0,OMG That's Chic,1683559296000,1683745200000
br_k2pe737pys,bo_2qwngbcpyf,5,Love your products We are really happy with the quality of the Tagua we ordered. I have one customer who already bought 2 sets of earrings. ,0,The Market Path,1682527205000,1682708400000
br_g49y7gn4uv,bo_np7mdfj3az,5,Absolutely stunning ,0,Karens the prissy country girl,1681838761000,1682017200000
br_zmdpddjeet,bo_fhwd9639gx,5,"Customer Favorite! Lots of colors, high quality, good value. My customers love.",0,The One Eyed Turtle,1681832198000,1682017200000
br_3aa3xy2nhj,bo_x2288q8ruc,5,"Great, as always! ",0,Cottonways,1681151388000,1681326000000
br_urhacbh6fg,bo_xu2nvurbk5,5,Love Organic Tagua Jewelry ,0,Cottonways,1681151226000,1681326000000
br_reu7sdu4at,bo_9znrchwqjx,5,Terrific! ,0,Hazy Day Studio,1680121248000,1680289200000
br_2f7wkc5623,bo_5bt2383ccp,5,Excellent Service and Outstanding products for our customers!!! ,0,Birdstone Gardens,1679768020000,1680030000000
br_82htsfn3xh,bo_6zgnjma35z,5,"Sells like wild fire!! I had a friend recommend this line to me a few years ago....it walks out the door daily! It's fun, colorful and easy to sell! You NEED this line in your shop ladies!",0,Crawford Collections,1678398733000,1678734000000
br_gdat9apuvn,bo_dkme4cnb4h,5,Love this brand! ,0,Tap House Bo LLC,1678297755000,1678478400000
br_tnegndz6b6,bo_hhvek6zuy2,4,Always good This is always a good company for us. Love their free trade and sustainability. Always pleased with what we get. ,0,RazMaTaz,1678142081000,1678305600000
br_w2jzmzh3qm,bo_yhzcrjb2ng,3,"Great deal,  but verification took too long and this required me to input the whole order of 68 items AGAIN. Everyone tried to help, but it still took me overf 10 days from start to finish to get my order because of Faire, not because of Tagua. I love the Tagua jewelry and will probably order more of it .",0,Carol's Tagua Jewelry,1677417527000,1677614400000
br_uketaraspd,bo_urxvxaa6av,5,This is probably my 10th order of Tagua.  My customers keep coming back for more! ,0,The Lemonade Art Gallery,1677380391000,1677614400000
br_8mjv4yrqpc,bo_fm2ta4m5g6,5,Always a good seller This line of jewelry is always fun and colorful and priced really well. ,0,Domus,1676846967000,1677096000000
br_p8u3xu4nye,bo_g6xwmaqbsa,5,"Tagua has been a staple for us for years.  Great quality, customer service and constantly adding new stles! ",0,Eileen's of Tucson,1676775668000,1677096000000
br_gnfrs6ew3e,bo_pz7qekwmn4,5,"Very nice products, fast delivery. Very satisfied! ",0,Boutique Linda Asselin,1676741579000,1677096000000
br_jw4fk3gqz9,bo_d279eqnss7,5,Good Quality products ,0,Santa Barbara Museum of Art Store,1676510961000,1677009600000
br_d8r4pyxgyv,bo_spxqfwc2p5,5,"Always love Organic Tagua Jewelry!  Started selling pieces as soon as we set up the display! You should definitely carry this line. Best customer service service around.
",0,Scarlett's High Cotton,1675913443000,1676318400000
br_et9rpj3ear,bo_dtfxbebrpr,5,LOVE THIS COMPANY AND PRODUCT ALWAYS SHIPPED QUICKLY- PACKAGED NICELY AND MY CUSTOMERS LOVE THESE PIECES,0,FeistyBombshells VIP,1674073101000,1674244800000
br_s6kgsd9crd,bo_syy9n8bm4m,5,Colorful great quality  ,0,Karens the prissy country girl,1673888496000,1674072000000
br_dknj6mzxwu,bo_kyw5x8eazm,5,Great quality fun colors  ,0,Karens the prissy country girl,1672188906000,1672430400000
br_c3ygakvx2s,bo_axk7fra7q4,5,"Perfect, as always! Thank you so much. ",0,MOAS,1671558838000,1671739200000
br_dqxyzsqhhh,bo_de2mmcpp6u,5,"Awesome Jewelry We have been carrying this line for years, it is wonderful. I am constantly amazed at the new creations they come up with. I highly recommend this line to other retailers.",0,Eileen's of Tucson,1671235200000,1671566400000
br_55gq6cbver,bo_t63s5u5arj,5,Very cool earrings  I mainly sell the earrings. So many great shapes and colors. Works well in my part of the country where it is warm most of the year. I own several pairs and always get compliments. ,0,Creole Delicacies,1669654989000,1669838400000
br_cewm3eeaqa,bo_7gyav4zcaq,5,"Wonderful Pieces Very glad to have found this brand ahead of my launch, as it can be difficult to find socially and eco-conscious offerings that are quality, artistic, and provide great value for retailers and customers. Look forward to future orders.",0,"Restore & Upcycle, LLC",1667967728000,1668456000000
br_6naj4hhnt7,bo_cts8yxs59x,5,"Always love Tagua! Pairs Perfectly with Cottonways Clothing!  We love all of the new pieces Soraya introduces along with the timeless pieces!!! They all pair perfectly with our Cottonways Cotton Gauze items, and really make them pop!!! Perfect match! ",0,Cottonways,1667522739000,1667937600000
br_u679edzaat,bo_2ma9gpkpah,5,"Great! The story behind this company is awesome and the jewelry beautiful and so lightweight, love it!!",0,Happy Trails Ladies Boutique,1667332061000,1667502000000
br_gf5gf45ukz,bo_j8vz7f6jyj,5,Beautiful jewelry!  I need one of every one for myself! ,0,JoieDeVieDesigns,1666972543000,1667329200000
br_z299gj7n5h,bo_jpw37dsmnq,5,Beautiful Jewelry. ,0,NOT PROVIDED,1666964679000,1667329200000
br_n8s5z9y8en,bo_bye7p6c63w,5,Consistent and beautiful I've been buying from Sonora for years! so happy she is on Faire now.,0,The One Eyed Turtle,1665846953000,1666119600000
br_mqxuukdqwf,bo_rdhgaas4cd,5,"Always a favorite in my shop. I sell more tagua nut earrings than any other earring, thanks to Organic Tagua Jewelry.",0,Native,1664885101000,1665082800000
br_ntq24fdc7t,bo_abmk4r5ypy,5,Stunning and unique pieces as always! Customers love Tagua jewelry! ,0,Distinct Designz,1662826016000,1663095600000
br_ngxe6vkjky,bo_s3auzxak5j,5,Awesome  ,0,Sweet Lilly Ru,1662415133000,1662577200000
br_8yw3w3wcag,bo_7f55ffd8t5,5,Hand carved from nuts! Sustainable. Beautiful jewelry. Wonderful colors and textures. ,0,Treats and Treasures,1662392111000,1662577200000
br_vavarbbbuu,bo_8ucprg32ud,5,"The jewelry is absolutely beautiful! This is my second order in less than two weeks. The vibrant colors, unique designs, and outstanding quality make this jewelry top sellers!   ",0,Distinct Designz,1661884058000,1662058800000
br_etxemwhmbp,bo_2yarhqsws6,5,Great company and product!  ,0,Trinkets & Treasures,1661389933000,1661799600000
br_dzerpc567e,bo_nkjueh53zs,4,sale prices for vero and fiesta was lower than price you charged us $4.99 the Emily necklace was $13.99 we were charged $16.99 we feel that we should be charged the sales price as our order was a big order,0,blue eagle silver,1660926233000,1661281200000
br_htsvypnfwh,bo_vpfk3xzjr2,5,Never disappoints! ,1,Cottage By the Creek,1660647952000,1660849200000
br_4gyuwn5f64,bo_9pj7v4f9fx,5,"Love Organic Tagua!  Great value, fast shipping, and a best seller in my boutique!",1,A Bird in the Hand Boutique,1660051102000,1660244400000
br_z98typh2da,bo_539pjypte5,5,My customers absolutely love this line of jewelry! They also love supporting a fair trade company! Definitely a win-win!,1,The Lemonade Art Gallery,1659974320000,1660158000000
br_kfw4337rbp,bo_nahnft4xrq,5,"Beautiful, colorful jewelry We were really satisfied with our order. It arrived quickly and even included a dried tagua nut with a display stand to show off the material. Very cool. We ordered a variety of earrings, necklaces and bracelets. They were all well made and very beautiful. We love gifts that are colorful, beautiful, fair trade, and sustainable for the environment.",1,Castle Remedies,1659629737000,1659985200000
br_29majbmrhp,bo_3xra8vcwbm,5,Love!! ,1,Your Salon LLC,1659492747000,1659726000000
br_97ajnwf8h2,bo_6ntfkea6r7,5,"Sells so easily! Love having a company that is fair trade, sustainable and organic...a trifecta! ",1,Island Life Pass-a- Grille,1658675975000,1658862000000
br_9tdd3c7cqf,bo_fq4yuzcj23,5,Love Organic Tagua Jewelry!!! Have ordered multiple times over 3 years. Wonderful to deal with. We sell out all the time!!!,1,CRAZY LADYZ,1657656759000,1657825200000
br_mhy7ufrte2,bo_bwfnn6xjvy,5,LOVE THIS JEWELRY ,1,FeistyBombshells VIP,1657599076000,1657825200000
br_6qpfuv993b,bo_h9c8kafnar,5,Great product!  Awesome customer service! Our customers love organic tagua jewelry!!  Highly recommended! ,1,Kim Galland,1657571106000,1657738800000
br_gshrhjc6cp,bo_4hqyju5r6b,5,Wow!  I'm so impressed with the service I received. The jewelry arrived swiftly and packaged so well. I'm very excited to present it to my clients. ,1,Brown Dog Trading Co,1656857986000,1657134000000
br_zetxhucavx,bo_59pgpnhtge,5,"Great product, love working with this company. The quality and designs are wonderful, creative and beautiful. I am proud to sell this jewelry.",1,West Town Gallery,1655498861000,1655838000000
br_k5qy83ej5j,bo_6dwetwbp8k,5,easy transaction! ,0,MOAS,1655226972000,1655406000000
br_hhu6cxghyy,bo_qavt9x52qf,4,"We rec’d two flawed necklaces Still trying to return. Customer service has not responded to email. Sent pics to rep, still no response. 1st issues in 2 years of good! We love the products overall, and hope to reorder soon.",0,Women of Substance,1654879152000,1655233200000
br_6msyextdb8,bo_6ywu65hmzw,5,Great product  ,0,Secret Garden Boutique,1654098909000,1654282800000
br_rbf38qvzr3,bo_g2w7mhc3ht,5,"Love Organic Tagua Jewelry, Great Company!!  This line is perfect in our store and complements the clothing perfectly!",0,Cottonways,1652423196000,1652814000000
br_4wezvjpg6j,bo_x26udetvss,5,Beautiful arrived quickly and we love it! hoping our customers do too!,0,IOS Lighting,1652175167000,1652382000000
br_ye2nda4235,bo_nqhbbnsr6x,5,I love them ,0,Beautifully created,1651332730000,1651604400000
br_kxh7hehc42,bo_adh9vdwvtd,5,Love them ,0,Stuck In Seaweed,1651245434000,1651604400000
br_zht2gv8ffg,bo_nzzdf9exxa,5,"Cute Jewlery! I have ordered several times from this company, and I absolutely love there stuff, great quality and look",0,sandra H Munoz,1650648309000,1650999600000
br_3ztwttyumh,bo_naay2vzx9a,5,I will definitely continue selling this brand in my store. ,0,Scarlett's High Cotton,1649379798000,1649790000000
br_b23ax6v3a4,bo_x8e97dm6zp,5,"STUNNING! The jewelry is absolutely beautiful, and I'd love to place another order already after just days! I did have a small challenge with the shipping packaging (too much plastic!) but am willing to bet that they will adjust that with feedback because it's such a great company. *fingers crossed*",0,MVY Co-op,1649163322000,1649358000000
br_8ew5tnxbsu,bo_wwk3ztjnrg,5,CraZy LadyZ LOVES Organic Tagua We buy a lot and it always sells out in both stores... it is a staple for us for the last few years!!!,0,CRAZY LADYZ,1648748159000,1649098800000
br_suzfhmncdw,bo_59q4g8s2n3,5,Always beautiful pieces! Love that it is fair trade too. Everyone who works there is so friendly and Dee is awesome!!,0,Island Life Pass-a- Grille,1648309066000,1648580400000
br_dhfecva4cw,bo_gn3d5fy9h7,5,Wonderful to work with! ,0,sanders country store inc.,1648138431000,1648494000000
br_brxe3puw6g,bo_kevv7f3fx7,5,love the quality & pricepoint!  ,0,Stephanie Mitchell,1647029389000,1647370800000
br_t688e9fzsq,bo_22f729x79k,5,Wonderful! ,0,The Lemonade Art Gallery,1647008091000,1647370800000
br_m97gf2va5j,bo_cc6yp37yzh,5,This product is great. I love all of my jewelry that I ordered and I also have this company thank you so much for letting me be a part such a awesome experience,0,Beautifully created,1646847664000,1647028800000
br_nyfht85dm6,bo_2uf4x4sahw,5,"An all-around fabulous company to do business with We have been buying Tagua for several years. The products are gorgeous, well made and well-priced. Our customers LOVE Tagua!",0,Front Paige Outfitters,1645720213000,1646078400000
br_yzcfwfjusx,bo_4s7yp45deg,5,I love everything! ,0,Paco Designs Inc,1645301837000,1645646400000
br_tqbhdz8dsm,bo_238pndsh3c,5,Great products and customer service. Always sells well ,0,Pieces byjo,1644896415000,1645128000000
br_uwreuz2wpy,bo_h2y7qp37t4,5,Professional and lovely to work with. One of the best selling lines in our store. We consistently order all year round.,0,Webster's Community Pharmacy,1644885772000,1645128000000
br_d29qupbvp8,bo_a9343srbg2,5,Great product with great sell through! ,0,Cottage By the Creek,1644799240000,1645041600000
br_dth6yymfdr,bo_jfp594kvye,5,"We love Tagua!!! Sells great...........specially in summer months!
",0,CRAZY LADYZ,1644358329000,1644523200000
br_f6pscg6wr8,bo_4m2bqhpcb3,5,"Great Tagua is good seller for us. My bookkeeper stays frustrated with Faire that we don't get an invoice with shipping fees, emailed to us without her having to ask for it.",0,Grumbles House Antiques & Garden Shop,1644031088000,1644350400000
br_4cdmmddvmb,bo_jytw6y2a5g,5,love ,0,OFF 34TH Boutique,1642947325000,1643140800000
br_262vnzutcd,bo_dvm8wrws7h,5,"The best Tagua! I have been selling Tagua for 16 years and products from this company sell amazingly fast. Quality is wonderful and they are really nice to deal wish, very responsive.
",0,Native,1641218302000,1641412800000
br_7e8ks2cyyz,bo_5v4rrh5bkq,5,super ,0,blue eagle silver,1637597981000,1637784000000
br_nve4zqtqh2,bo_tt3yyue623,5,"I love Tagua jewelry! Tagua jewelry sells great for me year round! Love the colors and styles. My customers love the way I merchandise the jewelry with the an outfit. They buy it just the way it is. I love Dee, she has always help me so much.",0,Pams Unique Boutique,1637515865000,1637697600000
br_jr82fz35qg,bo_hsbpbnft9u,5,very well ,0,Uni k,1636612955000,1637006400000
br_umm24vk9cw,bo_2g6tjy5pzm,5,Always Great Product! Great Customer Service! Am an often returning customer. And my customers love the product! ,0,Kim Galland,1636570192000,1637006400000
br_evdfktavet,bo_shucs6fg9j,5,Super fast shipping!!! ,0,Arboretum Foundation Gift Shop,1636065790000,1636401600000
br_hv8rmk2nka,bo_d5feek9tpc,5,"Each piece is lovely, artsy... great colors and shapes. ",0,Gypsy Moon l,1636063479000,1636401600000
br_fyavukcqjb,bo_2egts87x7m,5,"we love the line, It is a lovely line to showcase! It is a great story of how and where the jewerly is made. It is,so colorful and lightweight.",0,Island Way Boutique,1636038997000,1636401600000
br_wun7qefzzr,bo_apqkcagq8n,5,great quality. Excellent service ,0,B Unique Boutique,1635787032000,1635966000000
br_47ugy4eh44,bo_5rxb8sq73k,5,"Awesome company, jewelry and customer service!! Love everything about this company, their merchandise and their support of their employees in Ecuador!!",0,Eileen's of Tucson,1635201448000,1635361200000
br_dphddhksxh,bo_tuc36s742n,5,Always new and great designs. Love that it is natural  ,0,Cottage By the Creek,1635098765000,1635274800000
br_s35knukjba,bo_repzt64w2j,5,easy customers love the jewelry and the story and the prices,0,CRAZY LADYZ,1634848277000,1635188400000
br_2cnk5u3vx3,bo_9979sgb3f9,5,Great products!everyone loves the light wieght colorful jewelry! customer service is awesome! ,0,Pieces byjo,1634614745000,1634842800000
br_aeq5q5b324,bo_7cvs44fwup,5,Sells great and Great Customer Service!  ,0,Cottonways,1634099048000,1634324400000
br_fccqbq85j4,bo_nrj8cah3fb,5,Wonderful to work with and customers love the items.  ,0,Cottonways,1634099035000,1634324400000
br_4j9kjjf7fz,bo_gauggy35pr,5,Love this product  ,0,Roxie K. Boutique,1633779738000,1634151600000
br_2s5uvk3qqu,bo_bzkrt8gw7t,5,Customer service awesome! Customers love the jewelry! ,0,Pieces byjo,1633749543000,1634151600000
br_my7uzxurkz,bo_96gv72kqdh,5,Fabulous  ,0,Fashionality,1632322374000,1632510000000
br_8rhwwwjn5q,bo_pvuucezh3k,5,Love these! ,0,Peacock on Third,1631630732000,1631818800000
br_ba3a5qq24e,bo_pp734e8wnv,5,"Always a winner with our customers.   Great product and great customer service. The product is super sustainable, but I do wish they used more eco-friendly packaging. ",0,Green4Life,1630164270000,1630436400000
br_gursdjmuxy,bo_ujxq2vpznu,5,Great company to work with ,0,Eileen's of Tucson,1629672316000,1629831600000
br_g7c7kancs9,bo_2dsmnqc72c,5,"Awesome company, jewelry and customer service!! ",0,Eileen's of Tucson,1629672281000,1629831600000
br_z5w765rtxg,bo_pb7yzkqxc9,5,Awesome products and customer service!! ,0,Pieces byjo,1629469581000,1629831600000
br_8eva8ehfub,bo_jzahpbjvn5,5,Love this product.  ,0,Grandelicious,1629150273000,1629313200000
br_3bxhmj9zqn,bo_9dknbxjpu7,5,This line sells itself in our beach shop. Great colors and so lightweight! Great working with a Fair trade company with a well made product ,0,Island Life Pass-a- Grille,1628870056000,1629226800000
br_2mpt4tvb9s,bo_y3738j7p8b,5,Customers love this jewelry... ,0,Gypsy Moon l,1626464614000,1626807600000
br_srgmxw6xwm,bo_9e5r8gukqu,5,Great service ,0,tami conard,1625433180000,1625684400000
br_7ce9s42sd4,bo_jnrjm36f69,5,My Customer’s Love this jewelry! We love sharing the Organic Tagua Jewelry story and the quality and value is amazing!,0,3 Daughters Jewelry,1625313548000,1625684400000
br_6fmwuasd9q,bo_cs8xnp4t34,5,Perfect I bought a selection of bracelets and they are all beautiful. I sold three just as I was taking them out of the box. I love that they are labelled with some information about tagua and the price is just right. Many thanks. ,0,Onneke studio & shop,1624961679000,1625166000000
br_h47q7p7r3h,bo_wryk3puc38,4,Al Only problem is that Tagua does not protect the pricing or who sells in the same area.,0,Elegantz Inc.,1624733265000,1624993200000
br_8v63j8zw2y,bo_k94jfdmxyd,4,"Tagua Order fast, efficient and love the packaging The smaller pieces of earrings looked exactly like the pics but the bigger earrings not so much. There's a few of the bigger earrings if I realized how thick they were I wouldn't have ordered. The packaging for earrings were perfect and pretty plus sending me the nut and little stand for it was an awesome way for me to have a conversation piece when I talked to my customers about how Tagua was made and where. ",0,The Golden Wahine,1624733153000,1624993200000
br_hhea5nppuz,bo_4nj44x23rh,5,This line is perfect for our boutique.  ,0,La Plata on Main,1624732449000,1624993200000
br_kahmxvq8va,bo_6ahkl5kt3p,5,What we order is what we have received.  Beautifully! ,0,Sedona South,1624476136000,1624647600000
br_72t5n4p99a,bo_1y2e1g660b,5,Great jewelry at a great price. ,0,Illusions Salon and Day Spa,1624376195000,1624561200000
br_6mr2r5my7f,bo_508zl6aza2,5,"Stunning, vibrant colors! Customers are loving these pieces!!  Placed 2 additional orders after this one. Reorder minimum is high. ",0,"Statement Apparel, LLC",1624257104000,1624474800000
br_dvc6ey7pc8,bo_a52sgkm3n5,5,Having to Reorder Weekly!  ,0,Cottonways,1623526781000,1623783600000
br_hgj5b2bgb4,bo_s2xptfq29z,5,Flies out the door!  ,0,Cottonways,1623526764000,1623783600000
br_ffe44dhd33,bo_4s6uw66n9z,5,"Organic Tagua is a fantastic item to have in your store! Everything about the jewelry is great, including the company, owner and the help it gives the artisians! Soraya is a beautiful person and does a great job with the company. ",0,sweet sage cafe and boutique,1623520202000,1623783600000
br_t5qfpy3984,bo_ban7dx0kiw,5,So many good reasons to have Tagua Nut jewelry! ,0,Cottage By the Creek,1621956191000,1622142000000
br_cabeexz9m4,bo_9bapn9eulz,5,quality product- great prices ,0,sanders country store inc.,1621535489000,1621882800000
br_a3bprqgwxx,bo_4iqyg853fb,5,great diversity of selection and high customer appeal ,0,Ward's Comfort & Style,1621351689000,1621537200000
br_hdd3dys698,bo_8kuu4tkntl,5,Great product and great customer service! Love this company! ,0,Trinkets & Treasures,1621294901000,1621450800000
br_jz5kj2h7qj,bo_55vju8idym,5,"Beautiful, colorful, fun jewelry! Consistent quality!
Always sells and customers love the colors ",0,LuLi Boutique,1621042061000,1621364400000
br_d6a2ovos7t,bo_cmgee0iigb,5,Absolutely Perfect So beautiful and vibrant. These are perfect for any style of clothing. I love everything and hope my online customers order so they can see and feel the products in person and understand why I love this brand so much. The jewelry matches the clothes I sell perfectly. The full sized tagua seed and pedestal for it was a very nice surprise and really helps people understand just how unique and sustainable this jewelry really is.,0,Emotions Boutique LLC,1619454727000,1619636400000
br_1nkeur34w6,bo_d5ly5geh3h,5,Great delivery time! Easy to order online! The merchandise arrived quickly and was easy to price and check in with the packing slip. We will definitely order again! Thank you for making this easy and a pleasant experience.,0,Elegantz Inc.,1617146697000,1617303600000
br_2wmbnpz6pd,bo_ai6x8x16ra,5,Great line Our customers love it. Super friendly and responsive. Good prices and a huge range to choose from.,0,Petalura,1616342994000,1616526000000
br_1sz9p3y1tu,bo_4xjz636i2v,5,"Great Jewelry Line Tagua is a great line to add to your store. The colorful jewelry draws the eye to whatever outfits you put it with! Handmade, natural, and sustainable products are important to customers. A great selling point is that the jewelry is lightweight - very important to people who don't like heavy earrings (or necklaces). I recommend it!",0,The Dressing Room Gifts Keepsakes & Clothing,1615151782000,1615320000000
br_iu9o2gt7p5,bo_cnvaape6j3,5,Love ❤️  ,0,Roxie K. Boutique,1614911763000,1615320000000
