token,order_token,product_token,brand_order_token,product_name,product_option_name,suggested_retail_price,retailer_price,retailer_original_price,quantity,total_retailer_price,retailer_total,discount_percentage,localized_brand_order_number,product_variations
oi_dt976p43fz,o_sjmdbg2jr9,p_9qsbxqtvsa,bo_57jrbzf5vc,The Bare Back Bones | Skeletons Seamless Women's Thong,L,1699,300,300,1,300,300,0,#57JRBZF5VC,
oi_wyhxzjecsh,o_sjmdbg2jr9,p_95rydk8m4h,bo_57jrbzf5vc,The Come In Peace | Aliens Seamless Women's Thong,M,1699,300,300,2,600,600,0,#57JRBZF5VC,
oi_3fcs8j7fgh,o_sjmdbg2jr9,p_95rydk8m4h,bo_57jrbzf5vc,The Come In Peace | Aliens Seamless Women's Thong,XS,1699,300,300,1,300,300,0,#57JRBZF5VC,
oi_zthy48amq7,o_sjmdbg2jr9,p_95rydk8m4h,bo_57jrbzf5vc,The Come In Peace | Aliens Seamless Women's Thong,L,1699,300,300,1,300,300,0,#57JRBZF5VC,
oi_th58yzhwxh,o_sjmdbg2jr9,p_95rydk8m4h,bo_57jrbzf5vc,The Come In Peace | Aliens Seamless Women's Thong,S,1699,300,300,1,300,300,0,#57JRBZF5VC,
oi_wfwhnzqtgx,o_sjmdbg2jr9,p_95rydk8m4h,bo_57jrbzf5vc,The Come In Peace | Aliens Seamless Women's Thong,XL,1699,300,300,1,300,300,0,#57JRBZF5VC,
oi_56swqy2b45,o_sjmdbg2jr9,p_fzkz473ytx,bo_57jrbzf5vc,The Garden Of Breedin | Flower Modal Boyshort Women's Underwear,M,1998,899,899,2,1798,1798,0,#57JRBZF5VC,
oi_qq92mpy9qy,o_sjmdbg2jr9,p_fzkz473ytx,bo_57jrbzf5vc,The Garden Of Breedin | Flower Modal Boyshort Women's Underwear,S,1998,899,899,1,899,899,0,#57JRBZF5VC,
oi_67bggc8s7c,o_sjmdbg2jr9,p_fzkz473ytx,bo_57jrbzf5vc,The Garden Of Breedin | Flower Modal Boyshort Women's Underwear,L,1998,899,899,2,1798,1798,0,#57JRBZF5VC,
oi_4b6p3mymyx,o_sjmdbg2jr9,p_fzkz473ytx,bo_57jrbzf5vc,The Garden Of Breedin | Flower Modal Boyshort Women's Underwear,XL,1998,899,899,1,899,899,0,#57JRBZF5VC,
oi_jggptm78f7,o_sjmdbg2jr9,p_8u5vsxawhm,bo_57jrbzf5vc,The Threat Level Midnight | Black Modal Cheeky Women's Underwear,L,1999,999,999,2,1998,1998,0,#57JRBZF5VC,
oi_k89m8fsvzu,o_sjmdbg2jr9,p_8u5vsxawhm,bo_57jrbzf5vc,The Threat Level Midnight | Black Modal Cheeky Women's Underwear,M,1999,999,999,2,1998,1998,0,#57JRBZF5VC,
oi_egsp32n5hw,o_sjmdbg2jr9,p_8u5vsxawhm,bo_57jrbzf5vc,The Threat Level Midnight | Black Modal Cheeky Women's Underwear,S,1999,999,999,2,1998,1998,0,#57JRBZF5VC,
oi_7ht65ycrqz,o_p8bsh8q269,p_er6qasjk2h,bo_8zcm84zfax,The Junk in the Trunk | Elephant Men's Underwear,L,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_w6zner7svr,o_p8bsh8q269,p_er6qasjk2h,bo_8zcm84zfax,The Junk in the Trunk | Elephant Men's Underwear,M,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_7ca8mecbxq,o_p8bsh8q269,p_er6qasjk2h,bo_8zcm84zfax,The Junk in the Trunk | Elephant Men's Underwear,S,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_25w542yr2g,o_p8bsh8q269,p_er6qasjk2h,bo_8zcm84zfax,The Junk in the Trunk | Elephant Men's Underwear,XL,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_e3dptcrgkw,o_p8bsh8q269,p_ztnjnvwsx5,bo_8zcm84zfax,The Coney Islands | Hot Dog Ball Hammock® Pouch Men's Underwear,L,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_ptg8fyf8qd,o_p8bsh8q269,p_ztnjnvwsx5,bo_8zcm84zfax,The Coney Islands | Hot Dog Ball Hammock® Pouch Men's Underwear,M,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_vn9vn9nnf7,o_p8bsh8q269,p_ztnjnvwsx5,bo_8zcm84zfax,The Coney Islands | Hot Dog Ball Hammock® Pouch Men's Underwear,S,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_d6hzcahrtx,o_p8bsh8q269,p_ztnjnvwsx5,bo_8zcm84zfax,The Coney Islands | Hot Dog Ball Hammock® Pouch Men's Underwear,XL,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_22dw7fggyr,o_p8bsh8q269,p_aq26z9wvxx,bo_8zcm84zfax,The Trip Advisor | Mushroom Ball Hammock® Pouch Men's Underwear,L,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_dc3cgcdbzb,o_p8bsh8q269,p_aq26z9wvxx,bo_8zcm84zfax,The Trip Advisor | Mushroom Ball Hammock® Pouch Men's Underwear,M,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_dp66qt8w7x,o_p8bsh8q269,p_aq26z9wvxx,bo_8zcm84zfax,The Trip Advisor | Mushroom Ball Hammock® Pouch Men's Underwear,S,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_a2d54pxf77,o_p8bsh8q269,p_aq26z9wvxx,bo_8zcm84zfax,The Trip Advisor | Mushroom Ball Hammock® Pouch Men's Underwear,XL,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_6cc5hgc5ma,o_p8bsh8q269,p_h53fwh3zf7,bo_8zcm84zfax,The Big Kahunas | Ball Hammock® Pouch Men's Underwear With Fly,S,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_t57hxhj5v4,o_p8bsh8q269,p_h53fwh3zf7,bo_8zcm84zfax,The Big Kahunas | Ball Hammock® Pouch Men's Underwear With Fly,L,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_wqyc9ykt6a,o_p8bsh8q269,p_h53fwh3zf7,bo_8zcm84zfax,The Big Kahunas | Ball Hammock® Pouch Men's Underwear With Fly,XL,2799,1399,1399,1,1399,1399,0,#8ZCM84ZFAX,
oi_uju8cjtrms,o_p8bsh8q269,p_h53fwh3zf7,bo_8zcm84zfax,The Big Kahunas | Ball Hammock® Pouch Men's Underwear With Fly,M,2799,1399,1399,2,2798,2798,0,#8ZCM84ZFAX,
oi_u9ddg9hf8m,o_p8bsh8q269,p_k33nkm95p9,bo_8zcm84zfax,The David's Goliath | Ball Hammock® Pouch Men's Underwear with Fly,M,2799,1399,1399,6,8394,8394,0,#8ZCM84ZFAX,
oi_4d42krf5xm,o_pnmeup8hq6,p_g5w4z6xvuy,bo_3eafs7x3zy,The Mascot | American Flag Bald Eagle Kimono,L/XL,6969,1999,1999,3,5997,5997,0,#3EAFS7X3ZY,
oi_nu3qmnshgd,o_pnmeup8hq6,p_g5w4z6xvuy,bo_3eafs7x3zy,The Mascot | American Flag Bald Eagle Kimono,S/M,6969,1999,1999,2,3998,3998,0,#3EAFS7X3ZY,
oi_nae3wdg7uh,o_pnmeup8hq6,p_nyy3vasr6f,bo_3eafs7x3zy,The Emblem | USA Eagle Swim Brief,L,4999,1999,1999,2,3998,3998,0,#3EAFS7X3ZY,
oi_reeskqsrct,o_pnmeup8hq6,p_nyy3vasr6f,bo_3eafs7x3zy,The Emblem | USA Eagle Swim Brief,M,4999,1999,1999,2,3998,3998,0,#3EAFS7X3ZY,
oi_bmgntcvjeu,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,L,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_5knnqxm56w,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,S,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_pbw52knhek,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,XL,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_k6kfpeg4b4,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,XS,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_badnv68nu2,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,2X,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_dk5vy2bkta,o_qz3b9fcbpy,p_actjaav3xt,bo_zjzdn95kdp,The Me Time | Lady Toys Seamless Women's Thong,M,1698,499,499,1,499,499,0,#ZJZDN95KDP,
oi_5tj2fznrqq,o_qz3b9fcbpy,p_mg4hm5yn8r,bo_zjzdn95kdp,The Peel Deal | Retro Banana Ball Hammock® Men's Pouch Underwear,5X,2799,1399,1399,1,1399,1399,0,#ZJZDN95KDP,
oi_apkdrpq55q,o_qz3b9fcbpy,p_c3axmfyy24,bo_zjzdn95kdp,The Scissor Sisters | Scissor Modal Cheeky Women's Underwear,M,1999,689,689,3,2067,2067,0,#ZJZDN95KDP,
oi_kwqycqn5qe,o_qz3b9fcbpy,p_c3axmfyy24,bo_zjzdn95kdp,The Scissor Sisters | Scissor Modal Cheeky Women's Underwear,XS,1999,689,689,3,2067,2067,0,#ZJZDN95KDP,
oi_c73g6ma3qk,o_qz3b9fcbpy,p_k33nkm95p9,bo_zjzdn95kdp,The David's Goliath | Ball Hammock® Pouch Men's Underwear with Fly,L,2799,1399,1399,3,4197,4197,0,#ZJZDN95KDP,
oi_w62f5mgj8z,o_qz3b9fcbpy,p_k33nkm95p9,bo_zjzdn95kdp,The David's Goliath | Ball Hammock® Pouch Men's Underwear with Fly,M,2799,1399,1399,3,4197,4197,0,#ZJZDN95KDP,
oi_nafmgwy5qm,o_qz3b9fcbpy,p_scxynwwnhy,bo_zjzdn95kdp,The Precious Plums | Blue Plaid Modal Boyshort Women's Underwear,XS,1999,999,999,1,999,999,0,#ZJZDN95KDP,
oi_ns4p3vcwce,o_qz3b9fcbpy,p_scxynwwnhy,bo_zjzdn95kdp,The Precious Plums | Blue Plaid Modal Boyshort Women's Underwear,2X,1999,999,999,5,4995,4995,0,#ZJZDN95KDP,
oi_jh9kj7pcg4,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,S,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_fd8hgmq7j2,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,XL,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_ppxds7ck9j,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,XS,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_gyd87uc3e2,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,L,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_9q5r7vws9x,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,2X,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_wcatkbbvyq,o_qz3b9fcbpy,p_2q73ksrnuj,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Women's Bralette,M,2999,1299,1299,1,1299,1299,0,#ZJZDN95KDP,
oi_djn4fpt3mu,o_qz3b9fcbpy,p_6eav6nqpwd,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Modal Boyshort Women's Underwear,S,1998,899,899,1,899,899,0,#ZJZDN95KDP,
oi_yuy8jtwd9e,o_qz3b9fcbpy,p_6eav6nqpwd,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Modal Boyshort Women's Underwear,L,1998,899,899,1,899,899,0,#ZJZDN95KDP,
oi_4h7hc79x5k,o_qz3b9fcbpy,p_6eav6nqpwd,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Modal Boyshort Women's Underwear,M,1998,899,899,1,899,899,0,#ZJZDN95KDP,
oi_ttsgkagem7,o_qz3b9fcbpy,p_6eav6nqpwd,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Modal Boyshort Women's Underwear,XS,1998,899,899,2,1798,1798,0,#ZJZDN95KDP,
oi_8ffbphk4wt,o_qz3b9fcbpy,p_6eav6nqpwd,bo_zjzdn95kdp,The Risqué Rorschach  | Blue Willow Modal Boyshort Women's Underwear,XL,1998,899,899,1,899,899,0,#ZJZDN95KDP,
oi_c9aa6wfyt7,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,XS,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_t5mpsraf8u,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,S,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_xvzcugjfyg,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,XL,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_r6ftzffpyh,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,2X,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_mn4wp6tp5z,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,M,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_vp5hpc5s73,o_qz3b9fcbpy,p_e88dsq9gr2,bo_zjzdn95kdp,The Juicy Fruit | Pineapple Seamless Women's Thong,L,1699,499,499,1,499,499,0,#ZJZDN95KDP,
oi_jhemuns89k,o_48mgu2mgzg,p_mag7xe226c,bo_9k899qmr6p,The Tight Ship | Sailor Tattoos Modal Boyshort Underwear,M,1999,999,999,2,1998,1998,0,#9K899QMR6P,
oi_r7u9jwghkm,o_48mgu2mgzg,p_mag7xe226c,bo_9k899qmr6p,The Tight Ship | Sailor Tattoos Modal Boyshort Underwear,XS,1999,999,999,2,1998,1998,0,#9K899QMR6P,
oi_mpvwrxgsbf,o_48mgu2mgzg,p_mag7xe226c,bo_9k899qmr6p,The Tight Ship | Sailor Tattoos Modal Boyshort Underwear,S,1999,999,999,2,1998,1998,0,#9K899QMR6P,
oi_jn7fd5bc8v,o_48mgu2mgzg,p_fzkz473ytx,bo_9k899qmr6p,The Garden Of Breedin | Flower Modal Boyshort Underwear,L,1998,899,899,2,1798,1798,0,#9K899QMR6P,
oi_vzna24t6jk,o_48mgu2mgzg,p_fzkz473ytx,bo_9k899qmr6p,The Garden Of Breedin | Flower Modal Boyshort Underwear,2X,1998,899,899,1,899,899,0,#9K899QMR6P,
oi_56hk7jat3z,o_48mgu2mgzg,p_fzkz473ytx,bo_9k899qmr6p,The Garden Of Breedin | Flower Modal Boyshort Underwear,M,1998,899,899,2,1798,1798,0,#9K899QMR6P,
oi_cu96wepsws,o_48mgu2mgzg,p_fzkz473ytx,bo_9k899qmr6p,The Garden Of Breedin | Flower Modal Boyshort Underwear,S,1998,899,899,2,1798,1798,0,#9K899QMR6P,
oi_vc84ggrhnr,o_48mgu2mgzg,p_fzkz473ytx,bo_9k899qmr6p,The Garden Of Breedin | Flower Modal Boyshort Underwear,XL,1998,899,899,1,899,899,0,#9K899QMR6P,
oi_y34p5p6kzv,o_48mgu2mgzg,p_2q73ksrnuj,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Bralette,S,2999,1299,1299,2,2598,2598,0,#9K899QMR6P,
oi_vptw3shqut,o_48mgu2mgzg,p_2q73ksrnuj,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Bralette,XL,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_zbwqt8d8ub,o_48mgu2mgzg,p_2q73ksrnuj,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Bralette,M,2999,1299,1299,2,2598,2598,0,#9K899QMR6P,
oi_3ymnce6xeh,o_48mgu2mgzg,p_2q73ksrnuj,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Bralette,L,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_js7qev9q3a,o_48mgu2mgzg,p_6eav6nqpwd,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Modal Boyshort Underwear,S,1998,899,899,1,899,899,0,#9K899QMR6P,
oi_965p6wczd7,o_48mgu2mgzg,p_6eav6nqpwd,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Modal Boyshort Underwear,M,1998,899,899,2,1798,1798,0,#9K899QMR6P,
oi_9qt4hkp6rv,o_48mgu2mgzg,p_6eav6nqpwd,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Modal Boyshort Underwear,XL,1998,899,899,1,899,899,0,#9K899QMR6P,
oi_n7u8qe6jdc,o_48mgu2mgzg,p_6eav6nqpwd,bo_9k899qmr6p,The Risqué Rorschach  | Blue Willow Modal Boyshort Underwear,L,1998,899,899,2,1798,1798,0,#9K899QMR6P,
oi_druaqrmkuf,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,L,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_y3k7kddhcu,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,XS,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_pbgbenx4gj,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,M,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_hhfj7hfzzv,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,S,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_6fgyeb4s5r,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,XL,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
oi_jy6286jdth,o_48mgu2mgzg,p_r9qqhdz7fs,bo_9k899qmr6p,The Strip Poker | Playing Cards Bralette,2X,2999,1299,1299,1,1299,1299,0,#9K899QMR6P,
