token,brand_order_token,rating,comment,replies,retailer_name,created_at,publish_at
br_pxk83m7hkh,bo_2ryvbvuw97,5,I love everything that I have purchased :) amazing love it! ,0,Big City Coffee and Cafe,1680477831000,1680634800000
br_d4mrwyatn7,bo_2s4twstupw,5,Very Unique Pieces The artwork is perfect for my shoppe. The pictures are even more beautiful in person.,0,"Cabin Fever of Blowing Rock, NC",1680028534000,1680202800000
br_zc2qs9qdju,bo_jhhs2m7pne,5,Magical I love every piece of Dolan Geiman art. It has a unique and dreamlike quality that is so beautiful. I love looking for all the little hidden words and images on the old papers. ,0,The Crow & Cactus Company,1679590704000,1679943600000
br_fkyqbsy66u,bo_h9fk9svnub,5,Excellent  ,0,Big City Coffee and Cafe,1679380485000,1679598000000
br_4grhq86tvk,bo_4asz969h8r,5,"Obsessed! So excited to see this unique colorful art in my clients home. Perfect for a Texas ranch! Excellent customer service, quality and turn around time.",0,Karen Dawson Interiors,1675441529000,1675800000000
br_f2ppf3k668,bo_rfsxdjtb5d,5,Excellent ,0,Boulder Frameworks,1674233712000,1674590400000
br_vq776x6fkc,bo_cthcfbuxpf,5,Beautiful Art Love everything I received and I can't say more about how quickly and efficiently everything was shipped. I forgot to include a hanger for one of the pieces and they immediately reached out to let me know and two days later I had the hanger. Amazing customer service! ,0,Hi-Lonesome Boutique,1665675779000,1666033200000
br_nn5k8yvpw4,bo_wvffnygvu3,5,gREAT PRODUCT ,0,Ak fishing supply,1663691331000,1663873200000
br_bkvr7e8kjt,bo_zjx2e6sr97,5,"Awesome quality, packaging and customer service! ",0,Nigro's Western Store,1661825688000,1662058800000
br_9ajfcsd2x5,bo_yecztt8k3h,5,The art is fantastic and so is the service! ,0,Graystone,1661182782000,1661367600000
br_3ma3u3ewhz,bo_mr28da56eg,5,LOVE I have carried Dolan's work for over 5 years! Constant top seller. ,0,CLP,1647804878000,1647975600000
br_3vhja5vw6t,bo_msnppdwr7z,5,Love his work.  His prints are amazing and always an eye-catcher. ,0,Iron Pine Brand,1629470329000,1629831600000
br_qpc9bd9mny,bo_h3r5752sx5,5,Prints are great  Will do more business in the future. Happy with the quality.,0,Ak fishing supply,1627232906000,1627412400000
br_zjb7hwnuf5,bo_ewpkzxkx0o,5,"Love!! The order comes quickly, packed well and the prints are fantastic! ",0,Graystone,1626833689000,1627066800000
br_hsu9934uqu,bo_z6jd5uu2k2,5,Wonderful to work with!  Beautiful Artwork! Love this Artists work and Detail! Plus he is Local and my Clients Love That! ,0,"Beautiful Art Picture Framing, Inc.",1622480044000,1622660400000
br_swmm3uyv2q,bo_4l5mnqm270,5,It was packaged beautifully and the artwork and hangers are gorgeous!  ,0,Ocean Springs Mercantile,1621724424000,1621969200000
br_f1tg4r9t6v,bo_304vicpcc8,5,"Best selling item in my store!  I cannot even keep these stocked. i just received my second order today, i only opened two weeks ago and i need to place another order. i sold 5 today alone!!! Love his art and my customers love it too! ",0,NOT PROVIDED,1619407964000,1619636400000
br_a8zsmwfgyv,bo_32dz4prctt,5,Beyond gorgeous prints. High quality and packaged well.  Customers love them!! Will most definitely order more.  ,0,The White Room,1617198429000,1617390000000
br_68xlvrlhb2,bo_chza13opsg,5,"Stunning art! Packaged beautifully, i took them to framing company today can’t wait until i get them backed frame but the art work with matte alone would sell. Beautiful art! ",0,NOT PROVIDED,1613715005000,1614110400000
br_6agdm41ddr,bo_4zloatd5rz,5,Superb! ,0,CLP,1611087995000,1611259200000
br_annicqs7qf,bo_1guwa2lk5s,5,"Beautiful work, wonderful attention to detail Not only is the work I ordered stunning and detailed, the customer service and attention to detail in packaging, additional information provided and follow up have been exceptional. Really looking forward to continuing to a work with this artist!",0,Danielle Fortin,1610717589000,1611172800000
br_3n7yx8j4nm,bo_2dkl5w8pu2,5,"Beautiful Artwork! Since my shop is in a small tourist town west of Denver, I am always on the look out for new Colorado Artists for my retail shop. I found this amazing art and artist, and have had a great response selling them in my shop. I highly recommend this company!",0,Naked Aspen Designs,1600277205000,1600455600000
br_39kierlmmi,bo_36vovodfjc,5,Beautiful pieces!  Love the quality of the gorgeous prints I ordered! They are so dreamy! ,0,The White Room,1596135844000,1596481200000
br_2zo3sifbtv,bo_asy7my91v7,5,"Beautiful pieces and high quality Great prints, high quality and will def order more boutique.",0,Bar Diamond Bar Boutique & Gallery,1595793308000,1595962800000
br_bbzknrsqs1,bo_6jsl48y9xw,5,"Attention to detail... I love having Dolan's work in my store. His story, his process, his work are all top notch! The quality for the price point in on point.",0,CLP,1595270320000,1595444400000
br_83w0dnuawm,bo_73tboarbz7,5,"Beautiful Artwork! Signed and number artwork that really pops with color! I love finding local Colorado artists to carry in my small home decor/gift shop located in the mountains of Colorado. I craft rustic frames myself for these prints and I sold all 3 of the Animal prints to one customer within a few weeks of having them on my walls .I Highly recommend checking this company out!
Rob Peeters
Naked Aspen Designs",0,Naked Aspen Designs,1582828423000,1583179200000
br_57ef1ulsr2,bo_qxliqe5dry,5,"Outstanding work and customer service! These prints are exceptional! Everyone that enters my shop spends time looking at all of them. A true piece of art, not just ""a print"". Love them!",0,Vie et Mort LLC,1572629321000,1572984000000
br_eaf8x1f0kd,bo_2cunymobq1,5,My new favorite artist Dolan Geiman and is team are excellent to work with! My customers are loving the new prints and I love how quickly the product arrives. Definitely recommend this vendor. ,0,Ladco Design Center,1571864738000,1572030000000
br_cfrjt4h8sk,bo_4nyssj724m,5,"UTTER FABULOUSNESS! Being a fine art gallery, handling only original works of contemporary art we were hesitant about carrying prints. After seeing them in person we came straight back to work and placed our first order. They are some of our top sellers and as soon as we get an order in we are having to restock - they sell THAT fast! Great company to work with!",0,ASSEMBLAGE Contemporary Craftsman Gallery,1571501669000,1571770800000
