title,sort_key,brand_token,brand_name,min_option_retail_price,order,execution_date,execution_timestamp,search_query
P24057 Smartphone Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:25,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 3125, 'currency': 'USD'}",25,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Holly Foldover Satchel Crossbody Belt Bag,Crossbody Bags:2024-06-24T01:58:06.659697:26,b_ehwbo8z12s,modern+chic,"{'amount_cents': 4800, 'currency': 'USD'}",26,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
M2056 Izzy Crossbody w/ Guitar Strap,Crossbody Bags:2024-06-24T01:58:06.659697:27,b_7syx38m5ag,Jen & Co.,"{'amount_cents': 4500, 'currency': 'USD'}",27,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Vintage Red Typewriter Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:28,b_4r3j4e8q,COMECO INC,"{'amount_cents': 3000, 'currency': 'USD'}",28,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Navajo Baja Tribal Triple Zip Clutch Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:29,b_1e67dn411w,Cap Zone,"{'amount_cents': 398, 'currency': 'USD'}",29,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Waterproof Zipped Crossbody Chest Bag 20*5*14cm,Crossbody Bags:2024-06-24T01:58:06.659697:30,b_t9mynp4xpd,Lovesoft,"{'amount_cents': 1664, 'currency': 'USD'}",30,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
P23052 Bamboo Top Handle Crossbody Bag w/Cosmetic Pouch,Crossbody Bags:2024-06-24T01:58:06.659697:31,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 5625, 'currency': 'USD'}",31,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
LQF038Z Fashion Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:32,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 3237, 'currency': 'USD'}",32,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Wrangler Sling Bag/Crossbody/Chest Bag,Crossbody Bags:2024-06-24T01:58:06.659697:33,b_adwkg7449y,South End Clothing and Apparel L.L.C,"{'amount_cents': 4998, 'currency': 'USD'}",33,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Harlow Simple Crossbody / Belt Bag,Crossbody Bags:2024-06-24T01:58:06.659697:34,b_7hzj2kbl,STREET LEVEL,"{'amount_cents': 5800, 'currency': 'USD'}",34,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Fashionable Soft PU Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:35,b_bya786doke,Love and Repeat,"{'amount_cents': 1590, 'currency': 'USD'}",35,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
88620: Crossbody Mini Brick Bag | Recycled RPET | Floral Red,Crossbody Bags:2024-06-24T01:58:06.659697:36,b_5iterkpv8k,Fydelity,"{'amount_cents': 2000, 'currency': 'USD'}",36,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Lilac Crossbody Bag - Unisex,Crossbody Bags:2024-06-24T01:58:06.659697:37,b_b2pjelg0sv,Sixtease Bags USA,"{'amount_cents': 3300, 'currency': 'USD'}",37,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
A2303-Crossbody/Grab bag with quilted pattern,Crossbody Bags:2024-06-24T01:58:06.659697:38,b_bptbp63ght,Papaya Fashion Ltd,"{'amount_cents': 3795, 'currency': 'USD', 'original_amount_cents': 3000, 'original_currency': 'GBP'}",38,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
P23050 Small Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:39,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 2625, 'currency': 'USD'}",39,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Wrangler Aztec Print Crossbody Sling Chest Bag - Pink,Crossbody Bags:2024-06-24T01:58:06.659697:40,b_adwkg7449y,South End Clothing and Apparel L.L.C,"{'amount_cents': 4100, 'currency': 'USD'}",40,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Quilted Durable Clear PVC Crossbody Messenger Bag,Crossbody Bags:2024-06-24T01:58:06.659697:41,b_1e67dn411w,Cap Zone,"{'amount_cents': 1700, 'currency': 'USD'}",41,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
P22174 Small Tote Crossbody Bag w/Cosmetic Pouch,Crossbody Bags:2024-06-24T01:58:06.659697:42,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 4950, 'currency': 'USD'}",42,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Softest Vegan Leather Sling Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:43,b_wgpnggfaw2,JILLIAN INK LLC,"{'amount_cents': 4000, 'currency': 'USD'}",43,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
88615: Crossbody Mini Brick Bag | Recycled RPET | Multi-Popp,Crossbody Bags:2024-06-24T01:58:06.659697:44,b_5iterkpv8k,Fydelity,"{'amount_cents': 2000, 'currency': 'USD'}",44,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Guitar Strap Black Saddle Crossbody Bag - High Quality Vegan,Crossbody Bags:2024-06-24T01:58:06.659697:45,b_bp6yz427jb,Blushing Owl Co,"{'amount_cents': 3999, 'currency': 'USD'}",45,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
P21044 Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:46,b_a9e29d0b,Pretty Persuasions,"{'amount_cents': 3450, 'currency': 'USD'}",46,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Elodie Chevron Camera Bag Crossbody,Crossbody Bags:2024-06-24T01:58:06.659697:47,b_7yc0xhlyll,Urban Expressions,"{'amount_cents': 7000, 'currency': 'USD'}",47,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Solid Color Outlined Clear Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:48,b_gy33y47y5m,Fashion City,"{'amount_cents': 4170, 'currency': 'USD'}",48,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Crossbody Sling Bag,Crossbody Bags:2024-06-24T01:58:06.659697:49,b_a48i0fg8,Selini New York,"{'amount_cents': 1190, 'currency': 'USD'}",49,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
.SI-26305 QUILTED MULTI-POCKET CROSSBODY SLING BAG,Crossbody Bags:2024-06-24T01:58:06.659697:50,b_849n5pbfjm,42POPS,"{'amount_cents': 1875, 'currency': 'USD'}",50,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Embroidery Strap PU Leather Sling Crossbody Bag CW014,Crossbody Bags:2024-06-24T01:58:06.659697:51,b_9qqlp5kqt7,UNISHE,"{'amount_cents': 4954, 'currency': 'USD'}",51,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
White Geometric Pattern Strap Tasseled Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:52,b_qqxknpn9uh,SEPHIOR INC,"{'amount_cents': 3940, 'currency': 'USD'}",52,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Emily Mini Woven Flap Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:53,b_dmin8matyq,KAYLA+AVA,"{'amount_cents': 2000, 'currency': 'USD'}",53,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
CANVAS CROSSBODY SLING BAG 1821,Crossbody Bags:2024-06-24T01:58:06.659697:54,b_79gkn2u3uk,TAPA fashion,"{'amount_cents': 1800, 'currency': 'USD'}",54,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
TG10204 Solid Color Tassel Camera Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:55,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 3875, 'currency': 'USD'}",55,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Basket Crossbody with Faux Leather Trimmings,Crossbody Bags:2024-06-24T01:58:06.659697:56,b_4qj2a2a6yd,Most Wanted USA,"{'amount_cents': 4800, 'currency': 'USD'}",56,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Pink Cowhide Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:57,b_uv76zkk977,The Front Porch Label,"{'amount_cents': 2499, 'currency': 'USD'}",57,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
A7807-Crossbody/Grab bag with pocket on the front and buckle,Crossbody Bags:2024-06-24T01:58:06.659697:58,b_bptbp63ght,Papaya Fashion Ltd,"{'amount_cents': 3795, 'currency': 'USD', 'original_amount_cents': 3000, 'original_currency': 'GBP'}",58,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Small Tribal Peruvian Leather Material Crossbody Purse Bag,Crossbody Bags:2024-06-24T01:58:06.659697:59,b_ei18vd8t67,Pichincha,"{'amount_cents': 1499, 'currency': 'USD'}",59,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Crossbody Bag Mushroom,Crossbody Bags:2024-06-24T01:58:06.659697:60,b_ekh0beie26,Yak & Yeti,"{'amount_cents': 2250, 'currency': 'USD'}",60,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Geometric Split-Joint Bags Crossbody Bags,Crossbody Bags:2024-06-24T01:58:06.659697:61,b_ajabndfqgz,Chicurb Wholesale,"{'amount_cents': 1199, 'currency': 'USD'}",61,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Kids Unicorn Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:62,b_bya786doke,Love and Repeat,"{'amount_cents': 700, 'currency': 'USD'}",62,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Contrast Color Bags Crossbody Bags Handbags,Crossbody Bags:2024-06-24T01:58:06.659697:63,b_dxhtkv5y9m,Easel,"{'amount_cents': 3959, 'currency': 'USD'}",63,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
88603: Crossbody Mini Brick Bag | Corduroy Camel,Crossbody Bags:2024-06-24T01:58:06.659697:64,b_5iterkpv8k,Fydelity,"{'amount_cents': 2000, 'currency': 'USD'}",64,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
W005 cowhide leather crossbody clutch bag,Crossbody Bags:2024-06-24T01:58:06.659697:65,b_40j19ly1ct,Roma Leathers,"{'amount_cents': 1495, 'currency': 'USD'}",65,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
JUST RESCUED CROSSBODY BAG,Crossbody Bags:2024-06-24T01:58:06.659697:66,b_8d890loa2i,Clea Ray Canvas Bags & Clothing,"{'amount_cents': 4900, 'currency': 'USD'}",66,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Clear Transparent Crossbody Messanger Bag,Crossbody Bags:2024-06-24T01:58:06.659697:67,b_mdhtez9tk6,Diacly,"{'amount_cents': 1793, 'currency': 'USD'}",67,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Clear Rectangle Stadium Concert Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:68,b_926lzrw9gt,Hana,"{'amount_cents': 2400, 'currency': 'USD'}",68,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Moroccan Leather Crossbody Bag | Leather Purse,Crossbody Bags:2024-06-24T01:58:06.659697:69,b_x63mr72b4e,HandmadeBestSeller,"{'amount_cents': 4567, 'currency': 'USD', 'original_amount_cents': 3610, 'original_currency': 'GBP'}",69,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
.SI-26485 Vegan Leather Woven Atlas Crossbody Bum Bag,Crossbody Bags:2024-06-24T01:58:06.659697:70,b_849n5pbfjm,42POPS,"{'amount_cents': 2625, 'currency': 'USD'}",70,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Wrangler Aztec Print Crossbody Sling Chest Bag - Light Green,Crossbody Bags:2024-06-24T01:58:06.659697:71,b_adwkg7449y,South End Clothing and Apparel L.L.C,"{'amount_cents': 4100, 'currency': 'USD'}",71,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Best Seller! Rebeca Crossbody Sling Bag - Midnight Black,Crossbody Bags:2024-06-24T01:58:06.659697:72,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",72,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
CROSSBODY BAG BASILEAS,Crossbody Bags:2024-06-24T01:58:06.659697:73,b_x8v54m75xb,MILANO AMOUR,"{'amount_cents': 8964, 'currency': 'USD', 'original_amount_cents': 8380, 'original_currency': 'EUR'}",73,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Stadium Clear Rectangle Crossbody Bags ,Crossbody Bags:2024-06-24T01:58:06.659697:74,b_umczc7bspa,Queens Designs,"{'amount_cents': 3200, 'currency': 'USD'}",74,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Quilted Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:75,b_czn89sb32s,Oddi,"{'amount_cents': 4180, 'currency': 'USD'}",75,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Petite Clear Soft PVC Zippered Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:76,b_1e67dn411w,Cap Zone,"{'amount_cents': 150, 'currency': 'USD'}",76,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
TG10575 Carly Clear Mini Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:77,b_f2s9m5j5tr,MiMi Wholesale,"{'amount_cents': 3125, 'currency': 'USD'}",77,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Small Crossbody Bag Cell Phone Bag Wallet Purses Adjustable,Crossbody Bags:2024-06-24T01:58:06.659697:78,b_3dzktmhtkw,Handbag Factory Corp,"{'amount_cents': 2625, 'currency': 'USD'}",78,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Black - Moon with Stars Lacer cut crossbody cellphone bags,Crossbody Bags:2024-06-24T01:58:06.659697:79,b_25m1090zlh,Shine Mark Accessories,"{'amount_cents': 2500, 'currency': 'USD'}",79,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Faux Leather Plaid Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:80,b_anvdg5erjq,3AM BY H&D ACCESSORIES,"{'amount_cents': 3400, 'currency': 'USD'}",80,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
"Small Western Crossbody, Sling, Bum Bag Myra",Crossbody Bags:2024-06-24T01:58:06.659697:81,b_g3yzwua85v,Texas Western Cowhide Bags and More,"{'amount_cents': 6290, 'currency': 'USD'}",81,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Rattan Bag Purse Wallet Clutch Crossbody (Brown Water Drop),Crossbody Bags:2024-06-24T01:58:06.659697:82,b_6dko9qt3xp,Bali Harvest,"{'amount_cents': 6500, 'currency': 'USD'}",82,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Rebeca Crossbody Sling Bag - Cloud,Crossbody Bags:2024-06-24T01:58:06.659697:83,b_vqrfns5bqk,Jory,"{'amount_cents': 3600, 'currency': 'USD'}",83,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
LDC Cute Summer Flower Print Crossbody Bag 9*6*2inch,Crossbody Bags:2024-06-24T01:58:06.659697:84,b_pzbv7m48pw,Little Daisy Closet,"{'amount_cents': 2558, 'currency': 'USD'}",84,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
""",,.._ PUFF QUILTED CROSSBODY SHOULDER BAG",Crossbody Bags:2024-06-24T01:58:06.659697:85,b_849n5pbfjm,42POPS,"{'amount_cents': 4560, 'currency': 'USD'}",85,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
ANNA Opal Shape Hard Case Crossbody Bag with Top Handle,Crossbody Bags:2024-06-24T01:58:06.659697:86,b_dmin8matyq,KAYLA+AVA,"{'amount_cents': 3000, 'currency': 'USD'}",86,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Genuine Italian Leather Crossbody Bag in Gold,Crossbody Bags:2024-06-24T01:58:06.659697:87,b_6dyd8buw9c,Sarta,"{'amount_cents': 6703, 'currency': 'USD', 'original_amount_cents': 5299, 'original_currency': 'GBP'}",87,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
7349 Men's Vegan Leather Messenger Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:88,b_a1274wsui3,AR New York,"{'amount_cents': 7999, 'currency': 'USD'}",88,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Inspiration - Quilted Puffer Nylon Crossbody,Crossbody Bags:2024-06-24T01:58:06.659697:89,b_bhls55b60v,Sol and Selene,"{'amount_cents': 7000, 'currency': 'USD'}",89,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
...SI-26466 Corduroy Vintage crossbody Sling Bag,Crossbody Bags:2024-06-24T01:58:06.659697:90,b_849n5pbfjm,42POPS,"{'amount_cents': 2175, 'currency': 'USD'}",90,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Aztec Strap PVC Clear Crossbody Bag MOQ 3pcs ZK1667,Crossbody Bags:2024-06-24T01:58:06.659697:91,b_9qqlp5kqt7,UNISHE,"{'amount_cents': 1798, 'currency': 'USD'}",91,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Gold and Silver Accented Cork Women's Cut-out Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:92,b_3q5jm2vj8j,Meninas Bonitas Cork,"{'amount_cents': 2500, 'currency': 'USD'}",92,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Freedom Crossbody Bag - Rust,Crossbody Bags:2024-06-24T01:58:06.659697:93,b_7yfgp7v8x8,Bohemian Grace,"{'amount_cents': 5200, 'currency': 'USD'}",93,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Aztec Patterned Clutch Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:94,b_gy33y47y5m,Fashion City,"{'amount_cents': 2280, 'currency': 'USD'}",94,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Brown Rugby PU Mini Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:95,b_3z300bagug,Gilbert Girls Boutique,"{'amount_cents': 3999, 'currency': 'USD'}",95,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Stadium Clear Oval Crossbody Bags,Crossbody Bags:2024-06-24T01:58:06.659697:96,b_umczc7bspa,Queens Designs,"{'amount_cents': 3000, 'currency': 'USD'}",96,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Round Up Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:97,b_5rtqqkhzws,Y by Yaya Handbags,"{'amount_cents': 7998, 'currency': 'USD'}",97,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Small Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:98,b_qarv7atb2t,emily ruth prints,"{'amount_cents': 4000, 'currency': 'USD'}",98,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Split-Joint Shoulder Bags Crossbody Bags,Crossbody Bags:2024-06-24T01:58:06.659697:99,b_ajabndfqgz,Chicurb Wholesale,"{'amount_cents': 2999, 'currency': 'USD'}",99,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
Punky Crossbody Bag,Crossbody Bags:2024-06-24T01:58:06.659697:100,b_32rsz10vd0,Rainbow Unicorn Birthday Surprise,"{'amount_cents': 2400, 'currency': 'USD'}",100,2024-06-24,2024-06-24T01:58:06.659697,Crossbody Bags
1012 - Wholesale Canvas Tote Bag,Tote Bag:2024-06-24T01:58:06.659697:1,b_a1274wsui3,AR New York,"{'amount_cents': 2000, 'currency': 'USD'}",1,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
Tiger & Floral Quilted Reversible Cotton Eco Tote Bag,Tote Bag:2024-06-24T01:58:06.659697:2,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",2,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
Block Print Kantha Quilted Tote Bag for Women's Gift,Tote Bag:2024-06-24T01:58:06.659697:3,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",3,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
Pure Cotton Hand Block Print Kantha Tote Shopping Bag,Tote Bag:2024-06-24T01:58:06.659697:4,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",4,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
Large Capacity Floral Tote Shoulder Bag,Tote Bag:2024-06-24T01:58:06.659697:5,b_qrthtbpuwu,Funkyrel® Atzbranding Limited,"{'amount_cents': 1500, 'currency': 'USD'}",5,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
Handmade Cotton Quilted Floral Tote & Market Bag,Tote Bag:2024-06-24T01:58:06.659697:6,b_f8f3cs4bc2,Bhawana Handicrafts,"{'amount_cents': 3599, 'currency': 'USD'}",6,2024-06-24,2024-06-24T01:58:06.659697,Tote Bag
