token,brand_order_token,rating,comment,replies,retailer_name,created_at,publish_at
br_4wxmt3prgv,bo_ydn5bdutdw,5,"AWESOME PRODUCT & EXCELLENT CUSTOMER SERVICE Our customers are totally in LOVE with the latest flat hair clips. They have a great selection and shipping is pretty fast.
Definitely recommend TELETIES for your store. ",0,Raggdoll Boutique,1724179515000,1724353200000.0
br_gy4kk2fdz5,bo_gwhy2cbxtb,5,Love these products and they are great sellers ,0,Buffalo Creek Gallery,1724177465000,1724353200000.0
br_kv3dudgetu,bo_rt7gw7uq6c,5,Best seller in my store!  ,0,Pinafore Boutique,1724163811000,1724353200000.0
br_x7tv326eud,bo_9sym8gr8rf,5,"Fan Favorite Been a fan of Teleties for years and so happy to have them in our store. Love their quality, seasonal assortments and giving-back mission!",0,ISLE Newport,1724091157000,1724266800000.0
br_yzrkjfektp,bo_ftz6wrv6y3,5,"I have carried Teleties for years, and they are still a top seller in my shop! Thank you! ",0,brickcity emporium/ bowkays,1723978722000,1724180400000.0
br_35rs4catqs,bo_pkp5vtkh9s,5,We never have enough!  I add more pieces each time i place  an order and still sell out quickly!   I need a truckload!  Great sellers for us and the colors are so fun! ,0,Mia's Marketplace,1723919152000,1724180400000.0
br_xcae5hdmtv,bo_g5hyjmm65b,5,We absolutely love these products and so do our customers!  ,0,Stone's Pharmacy,1723845903000,1724180400000.0
br_zu8ckb55de,bo_wrchp5abff,5,"The Only Hair Acc. You Need I cannot keep this brand in stock. My customers love Teleties and there is so much GOOD buzz about the brand out there, they know what they are getting when they purchase! Thank you!",0,Zen&Zip,1723817827000,1724180400000.0
br_6q94bkuc2d,bo_sz7hbqsajb,5,Great times My customers like their products and they are a fast shipper!,0,BLU BOUTIQUE,1723759159000,1724094000000.0
br_7bszvm9m8f,bo_2fy5ek7upy,5,Top sellers!  TT has been a top seller in my store for years! Customers never get tired of these! They hold better than any other clip. Customer service is top notch! ,0,Southern Threads,1723751739000,1724094000000.0
br_suuq9ptmxy,bo_ajhye8st8s,5,"Always a Top Seller for Us! Teleties are a staple in our Apparel Store! The guests love them, they understand the quality of the brand. Newbies fall in love with them immediately! A must have in an apparel or gift store! ",0,Lundy Layne,1723689873000,1724094000000.0
br_evqkguzscg,bo_mqa3mh6a3f,5,Our Customers are loving these! ,0,Hello Adorn,1723657712000,1723834800000.0
br_ht22qbcccg,bo_uhuf6ce2wu,5,one of our faves! teleties always sell so well in our shop! shipping time is very fast and customer service is great. definitely ordering again!,0,Marley Mae Market & Paperie,1723653649000,1723834800000.0
br_5ck2fbb3pk,bo_xzt6r9pb39,5,Smooth easy transaction & we love our teleties! ,0,The Beauty Bar,1723601755000,1723834800000.0
br_ar6bvsgzxu,bo_5kguuwdmh9,5,"We are loving them! I love the shapes, and colors and they look so cute in your hair!  Our clients love them too! I love the variety in sizes! ",0,Salon blonDi,1723599688000,1723834800000.0
br_kkmgnfk46s,bo_sndvvrcdqp,5,Fun and innovate company I love that they are always updating their product per the season. The new flat hair clips are a must add to any order-you won't be able to keep them in!,0,Junebugs Boutique,1723588050000,1723748400000.0
br_fcqjhgtrbp,bo_5ctby3rcew,5,"Teleties clips are a major hit in our shop, and the quality is great. ",0,barre3,1723559664000,1723748400000.0
br_e3nwrfbrqw,bo_5z47k4u52y,5,"Everyone loves Teleties - one of our top sellers at the store! ☺️ I’ve had Teleties since I first opened, and it’s always been one of our top sellers! Everyone loves Teleties, and loves that they’re a good affordable gift! Flat clips have been the best seller lately; I can barely keep them stocked! Teleties is always a 10/10 with their items! 🤍",0,Bre's Gifts & More,1723500090000,1723662000000.0
br_sv4cars5a3,bo_v3y8vqdwxm,5,"Excellent Product! Just ordered the new teleties flat hair clasps in a variety of sizes and they're already selling quickly. I personally have very thick hair and was pleasantly surprised these flat clasps hold it well. Order these, you will not regret! ",0,WhirliGig Unique Boutiques,1723493179000,1723662000000.0
br_6dkbzru9tx,bo_6pwgyuj6r3,5,Great product quality and price. We love Teleties. I have made 2 orders and I can't keep them in stock. Everyone loves them. I own 5 different products myself and don't go a day without one with me. ,0,Inspire Salon,1723492262000,1723662000000.0
br_5ctexjcb9q,bo_wjs83w9v3r,5,"Always a best selling brand for us and the fall is even better in person!  Fast shipping, packed perfectly, and product that sells!! ",0,The Merry Magnolia,1723491718000,1723662000000.0
br_svdcfjpypq,bo_sk8dbb9n8y,5,Great product !  Our customers love them ! ,0,Britt & Capri,1723419344000,1723575600000.0
br_s7dkcyuh6c,bo_79bat8eu4y,5,Excellent experience! Fast shipping. Excellent quality. All items sell out quickly. We LOVE Teleties!!,0,Patsy Blu,1723318504000,1723575600000.0
br_bwpp6aeq6f,bo_86ckmpwzrr,5,"Super popular The flat claw clips are super popular at the shop, I keep a basket at checkout but all the sizes and colors are in the heart of the shop. All ages are buying and gifting. ",0,Soulshine Boutique,1723316210000,1723575600000.0
br_py6bsbuegq,bo_n5zg5wtces,5,Teleties pays extra attention to detail on their products and packaging. They always ship quickly and have great new products! ,0,Cru Boutique,1723316074000,1723575600000.0
br_fqzfpzyydp,bo_au2kdyzd6x,5,Always a best seller  There is zero comparison to the Teleties clips. They hold so well and are invincible. Put these near your counter and you’ll be ordering every 2 weeks. ,0,McDougald’s INC DBA Casual Camel Boutique,1723298472000,1723575600000.0
br_guzgq7uee8,bo_95rkvhtzgr,5,Always the fastest shipping  ,0,Charmingly Southern,1723297939000,1723575600000.0
br_c3ama7xnfd,bo_e6kczw3r7x,5,My customers always love their Teleties clips! Great product and wonderful customer service! ,0,Mayberry Market & Souvenirs,1723238733000,1723575600000.0
br_u6evtjy6gt,bo_m5m44ngkt7,5,BEST SELLER  We can’t keep these in stock! A definite best seller in our store!!! ,0,Fearfully Made Boutique,1723237552000,1723575600000.0
br_vhnqft5t9j,bo_jkdyk7sf89,5,"Great sellers! These have sold well in our store, especially the flat clips!! We will definitely be back for more!",0,The Purple Tiger Boutique,1723235041000,1723575600000.0
br_4e48fnbrxu,bo_33vr3nv3ut,5,"My customers love these clips!!  They are flying out the door!! Love this company, always great quality and fast shipping.",0,Epoch Boutique,1723224475000,1723575600000.0
br_7kxw5nzb34,bo_k8ctn4xupb,5,Pretty high quality hair accessories ,0,Pink Pepper,1723209934000,1723575600000.0
br_vh5982275g,bo_jmd7aq5cg8,4,Our Customers Love Teleties Our customers love Teleties! We've had to reorder the flat hair clips several times.,0,Just Because,1723149649000,1723489200000.0
br_htzpjq5ngg,bo_c3nbqpusd6,3,We never received our order. I reported it today because it has never shown up. ,0,Salon Biyoshi,1723148760000,
br_yumvyh9jnd,bo_n97j2jrfds,5,"We love Teleties & so do our customers!  Fast shipping, unmatched quality & fun! Put them in a bowl by your register & watch them sell! ",0,Wilkins & Olander,1723133734000,1723489200000.0
br_fykcvh54tb,bo_xc2ggupvnz,5,always a customer fave ,0,Country Bears Farm,1723061770000,1723230000000.0
br_v8gf7ptgmy,bo_bw7xbcjnk8,5,Qaulity.   It is a high sought item within our shop and top 10 best seller within our shop.,0,Wendi,1723050886000,1723230000000.0
br_hqtrznchce,bo_r4qqpm9cpn,5,One of our favorite brands!  Great quality and selection! ,0,Fisherman's Daughter,1723048480000,1723230000000.0
br_z7y4eq9erp,bo_pvekxjsr8y,5,Perfect! ,0,"Park Avenue Pharmacy, Inc.",1723044228000,1723230000000.0
br_hwzm7hezup,bo_cwsqnyssbx,5,"Great company, product and service! Quick shipping, quality product that sells well all year! We have carried Teleties for years and it’s always a consistent seller! Thanks!",0,Eureka Clothing Company,1722996800000,1723230000000.0
br_7kaf3d2v6f,bo_zfpvbuxjpw,5,Can’t keep these in stock! The teleties clips are one of my best sellers! ,0,Willow Poppy,1722985154000,1723143600000.0
br_fv75p2yydf,bo_3nf7wutxm5,5,Fast sellers  The products are always amazing for our store. We sell them as soon as we put them out. What’s so great about this brand is that it has a amazing reputation for being a quality product,0,Zavros’s,1722982973000,1723143600000.0
br_smwhe74ua2,bo_qx96n49339,5,"LOVE everything Teleties!! We and our customers can not get enough of everything Teleties has to offer! My personal favorite is their open claw clips, they seriously work as well as they look and that's tough to beat! ",0,Casa Del Sol Boutique,1722980252000,1723143600000.0
br_tmg2xruj8v,bo_28x4v3cbrb,5,Great clips! I love these hair clips and wear them almost every day!,0,Bigfork Drug,1722980167000,1723143600000.0
br_x365uwz4yu,bo_e2pp2v5tae,5,"Fantastic products with amazingly quick service!  These products do not sit in our shop… they FLY OUTTA HERE! Our customers love them, and so do we! They are comfortable and they don’t break, and they look great… what more could we ask?!",0,Chez Weenie,1722979752000,1723143600000.0
br_entsxyc9bm,bo_aqxcg9mppt,5,Great quality clips! Our customers love the new flat style the best and are loving the variety of colors!  ,0,Coast Hippie,1722979751000,1723143600000.0
br_phwrzncbuq,bo_auuqm2yfj2,5,"Very Popular! Teleties are great, excellent product, fast shipping and my customers love them. I've reordered several times!",0,Chellas On Main,1722974361000,1723143600000.0
br_scfchd9hda,bo_2syeq9t6nh,5,We love teleties in our stores! Everyone loves the different colors and styles.  ,0,Wind Tide Emerald Isle,1722973008000,1723143600000.0
br_fvh5suvkgu,bo_xtrqn69s8h,5,Great items! Great items that customers love! The flat clips have been a hit in our store.,0,La Te Da Boutique,1722972530000,1723143600000.0
br_nyqdgkzghx,bo_yuwdhn4d6x,5,Our customers love.teleties! They always have a fast sell through! . We also appreciate the great customer service and fast shipping!,0,Elements of Design,1722970500000,1723143600000.0
br_7gvz5nw8xk,bo_rnsrnxskxk,5,"Great Product! Great product, holds up! Great gift item, always a plus to have in your shop!
",0,Front Porch Florist & Gifts Inc,1722968326000,1723143600000.0
br_qjx29m89fz,bo_6z65xx8ahu,5,We love these hair clips and ties -- customers love the quality and they really do hold up well and last! Looking forward to ordering more! ,0,Lilbelle,1722967395000,1723143600000.0
br_f8hbc7aed8,bo_abwmhb4af9,5,excellent product!  This is a fairly new line for us and it's selling very well. One of the strongest well made hair accessories I have seen. Really happy with this line and placed a reorder quickly. ,0,Twigs,1722966601000,1723143600000.0
br_365ebn33um,bo_9g3agqx7nk,5,"Love! Shipping was super-fast, packaged nicely and our customers love these. A staple for our store. ",0,The Coastal Cottage DIY LLC,1722873458000,1723057200000.0
br_5dcbjwbh9u,bo_527a8k2gy3,5,"Love love love! Everyone has been loving the round flat clips! They feel great,  not flimsy and cheap like other claw clips. They look great on everyone too!",0,Cleanse Studio,1722775605000,1722970800000.0
br_z3n5u2hurn,bo_gzuuf4utsq,5,Great Products…. they sell daily!   ,0,Blu Revival,1722744425000,1722970800000.0
br_6h5thwzaht,bo_pev58w3tqy,5,Always amazing sell through! ,0,Sugar Babies Children's Boutique/Meg’s Shoppe,1722637784000,1722970800000.0
br_b7f6k76xy3,bo_dnc65fh65h,5,"Great product & experience Overall great experience ordering from this company. Customers love the product, and their customer service is great. ",0,Hartford's Florists & Gifts,1722613932000,1722970800000.0
br_wtcvpawywe,bo_xuprzbpexr,5,We literally cannot keep teleties in stock- they are such a staple in our store and I personally have used them and they hold your hair so well. We are also loving all the new flat clips! Nice to be able to lay your head back and they sell themselves!  ,0,Cottage & Vine,1722606725000,1722970800000.0
br_7yajk5c5xq,bo_yyw77jby49,5,Love the new design  ,0,PB & J Stuff,1722605918000,1722970800000.0
br_kxpjkugnsr,bo_r68sr35n9v,5,"We’ve had an all around amazing experience won’t teleties! The clips are great quality, and our customers have love them! Orders have arrived promptly, and completely fulfilled. 

 ",0,Posh Home,1722545040000,1722884400000.0
br_m25248uy2u,bo_g76pfj4n33,5,"WE LOVE TELETIES! The original Teleties are always at our salon, but the clips we can never keep in stock! They work so well and come in a great variety of size, shapes and colors. They fit just about any client we have!",0,INTERLOCKS Salon + Spa,1722527568000,1722884400000.0
br_fp97ta86kr,bo_4324gzafwk,5,Customers loved them!!!!! ,0,The Craft Nook,1722527008000,1722884400000.0
br_kt4zwyhbak,bo_36jdc7gq9e,5,Fast shipping and great product  ,0,Clark’s Creations LLC/chaddrick’s LLC,1722525239000,1722884400000.0
br_4fr7qf8pdw,bo_qhne2bj2vp,5,"A forever favorite!  We will never stray from Teleties! They have been a favorite for our customer for years. The perfect addition to your cash wrap for an additional sale. Their customer service is wonderful, packaging is great and quality never lets us down. ",0,Est8te,1722475514000,1722884400000.0
br_me645ayyxm,bo_u53d327dxh,5,Love Teleties! Can't keep them stocked up in my store! Love all the colors,0,Jolene's Boutique,1722471927000,1722884400000.0
br_q7svgqq4ju,bo_tydtt9ww3p,5,Love the gals at Teleties! Customer service is top notch!  ,0,The Willing Crab,1722451794000,1722625200000.0
br_gewdysz422,bo_uubmtpjpz4,5,We love Teleties! Great quality & customer service from a vendor. Our customers love them!,0,prudence@dearprudence.com,1722448428000,1722625200000.0
br_k4kx37bmz8,bo_kbbb7vxtwz,5,Fabulous!! We love all products! We have bought all products and they are all so amazing!,0,Wildflower Boutique,1722445797000,1722625200000.0
br_epupmze7d9,bo_jn2ajudec4,5,Always excited when our new selections arrive! ,0,Old Sautee Store,1722441289000,1722625200000.0
br_g8a442kgn5,bo_75fm3wb4cz,5,Everything was great and the product sells well! ,0,James' Jewel Box,1722432080000,1722625200000.0
br_5g5fphn66h,bo_pghak33ng3,5,A must have at a busy beach store! ,0,Long Sands General Store,1722385278000,1722625200000.0
br_sn86v7vcnz,bo_v3rbca7rn8,5,Love these products! I live these products and they are selling well for me. I only wish for a little bit faster shipping. It takes between 2-3 weeks to get an order. That’s my only complaint. ,0,Humble Stash,1722377232000,1722538800000.0
br_w9g5nksytr,bo_dbhnna8423,5,"A Neighborhood Favorite! Our customers love Teleties products, particularly the seasonal colors that are newly released. For our most recent order, we tried the new flat clip style at the request of our customers who said they were comfortable to wear. The colors we chose sold out so quickly that we'll definitely need to place a re-order soon. Thank you, Teleties, for making wonderful products that are fabulous to wear!",0,Place & Gather,1722375679000,1722538800000.0
br_7z8bttk85r,bo_fj38n6872f,5,Fantastic products and fast shipping.  ,0,The Vintage Gypsy,1721851997000,1722020400000.0
br_ewc9wxfy42,bo_xdrvv2884x,5,thank you ,0,Morning Sage Boutique,1721749916000,1721934000000.0
br_sg6qvdmg9q,bo_ydk3ged8sf,5,Sold out in a few days!!!!! ,0,The Craft Nook,1721230335000,1721415600000.0
br_nf5aubk2zn,bo_jbusfb9u4v,5,thank you  ,0,Morning Sage Boutique,1721193790000,1721415600000.0
br_kwttajsrqu,bo_jrv57shg36,5,Great Product! Love the College Licensed Line! ,0,Belle Haven,1720987182000,1721156400000.0
br_dgnzz5qazy,bo_nnsf2r7uek,5,Great Quality! Love these clips! Great idea and I know our customers will love them.,0,Our House,1720971624000,1721156400000.0
br_5bj9qx2a8x,bo_xcnudbwx6r,5,Quality products! ,0,Indian Pass General Store,1720459964000,1720638000000.0
br_3a45j8ss29,bo_w3548f6s9q,5,Love  ,0,The Pickled Lemon,1720191484000,1720551600000.0
br_z8eca4kd4k,bo_rw67j3m6wd,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1720050345000,1720465200000.0
br_eg2ufenjbw,bo_efs52vb5sr,5,Love! ,0,Mimi’s,1719328817000,1719514800000.0
br_6uvaxmzucp,bo_xdaepxsc38,5,Great Product Teleties are a constant reorder in our shop! Customers are always asking for more. ,0,Daisy & Dukes Boutique,1719228248000,1719428400000.0
br_6k7c38wj6k,bo_4nqtzaxt34,5,We love ordering from this company. Their products do amazing in our store! ,0,The Flower Box & Gifts,1718726812000,1718996400000.0
br_f3ea2t6qdk,bo_cekxzdz6s2,5,Wonderful to work with and AMAZING products!!!  ,0,Rafa Natural,1718390162000,1718737200000.0
br_qmrxuxr2r4,bo_zy5wffjxvt,5,Love the new Summer Colors and the square flat claw! ,0,Cho On Main Salon & Boutique,1718296333000,1718650800000.0
br_bbgpsuzck9,bo_hbmy7phgmb,5,AWESOME! Teleties is one of my top selling items in the store. WE LOVE THEM!,0,Sweeter Than Hunny,1717968747000,1718132400000.0
br_7k9mannbas,bo_8bac7n8vsh,5,My customers love these so much! ,0,Salt & Kai,1717788887000,1718132400000.0
br_5wb23s7uum,bo_xkadpbn6nn,5,Love these!!  They sale out quickly in our store. ,0,The Children’s Shoppe,1717760882000,1718132400000.0
br_axeet2g3qt,bo_tqs8xf722z,5,"Great product I sell Teleties at my higher end hair salon. The quality of these products is a good fit and I have no problem selling to our clients, in fact I have several that look for new colors every time they visit. The feedback from our clients.. Teleties live up to their expectations, product claims and love the verity of colors and sizes. ",0,The Stylist Salon Caldwell,1717524453000,1717700400000.0
br_tbzvyxjsc4,bo_umb27mbvk9,5,The best clips! Customers love these! They are comfortable and stay put. ,0,Main Street Salon,1717519330000,1717700400000.0
br_c85ks6ju2v,bo_pdactss8w6,5,thank you ,0,Morning Sage Boutique,1717489110000,1717700400000.0
br_7wwmeaq8ed,bo_gqg6kd73p7,5,Love it! ,0,Mimi’s,1717449059000,1717614000000.0
br_4keh9y8en9,bo_a4jtx9ex3t,5,Great product  I own a hair salon and boutique and everyone loves these ,0,Main Street Hair Salon,1717270450000,1717527600000.0
br_bwd98jw2c5,bo_c2cw65e994,5,Love ,0,Mimi’s,1717001692000,1717182000000.0
br_k2jrsggnb6,bo_sb2kd8wvnm,5,"These clips sell themselves! Super cute, bought the order minimum of $200 and sold out in a week! Will be buying more!",0,"Jones, a Salon Experience",1716911661000,1717095600000.0
br_tf35ajjzmr,bo_x5b42xftb3,5,"Love the new designs, especially love the collegiate! Always coming out with new products.  Sell very well. especially the collegiate. Great price point!   Ship very quickly.  Great customer service. ",0,Southern Chic of Georgia LLC,1716860042000,1717095600000.0
br_bm69ctwghp,bo_dnp6m9sjxd,5,Amazing product and fast shipping  ,0,Arkansas Twister All-Stars,1715998840000,1716318000000.0
br_u8a6yduecp,bo_edrpaskn5x,5,"I have sold TELETIES for years, and still a top seller in my shop!! Thank you!! ",0,brickcity emporium/ bowkays,1715770673000,1715972400000.0
br_5b2gqmx7y6,bo_eegvuqe73w,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1715740994000,1715972400000.0
br_fmxu3recas,bo_tu9qcf82c3,4,"great product I love everything about Teleties,  just wish shipping was quicker!

I sell out quickly, customers rave about the flats. Absolutely worth the price!",0,Sweet Creek & Co,1714581245000,1714762800000.0
br_cg4jhssf6y,bo_65ezzu9muq,5,Awesome cash wrap upsell!!  Love Teleties and all the new colors! ,0,Modish Maven Boutqiue,1714077352000,1714417200000.0
br_ugm9gmzzyj,bo_dvaghbw9at,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1714012820000,1714417200000.0
br_677ktbrrjk,bo_euhqp3mdkp,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1714012756000,1714417200000.0
br_mz98rkew8d,bo_4qdxvf6wq8,5,thank you ,0,Morning Sage Boutique,1713833367000,1714071600000.0
br_7qaz4cr3zq,bo_7h7dwdzucs,5,Love ,0,Mimi’s,1713463206000,1713812400000.0
br_fsvn5sse42,bo_vyay23bqvr,5,thank you  ,0,Morning Sage Boutique,1712980947000,1713294000000.0
br_2zkvsp87qq,bo_76fzawbp83,5,THE BEST  ,0,Linden Valley Baptist Conference Center,1712929346000,1713294000000.0
br_r4u9k86atp,bo_bhr8r3rjun,5,great product ,0,Pearl's Boutique,1712413602000,1712689200000.0
br_pe44frpt8v,bo_tdrex8hj69,5,Love tELETIES!  ,0,The Wishing Well,1712160467000,1712343600000.0
br_geqgkrjmkv,bo_3mx6hhwpfj,5,Love! ,0,Mimi’s,1712088045000,1712257200000.0
br_bwtgydegm9,bo_9s2eq9935t,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1711764525000,1712084400000.0
br_puactmtwsn,bo_bkueam234z,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1711764016000,1712084400000.0
br_6tqmfx3fdt,bo_prcvfk96a7,5,Love  ,0,Mimi’s,1710704717000,1710874800000.0
br_acjtg7q2yd,bo_h5v66bxyd3,5,Love Teleties Great seller in store and love them ,0,The Heritage Co,1710679136000,1710874800000.0
br_uy4ut4d2d5,bo_pgyk64dt6f,5,Excellent ,0,"Seven Threads Boutique, LLC",1710088081000,1710270000000.0
br_buvnnxkm2w,bo_fjfy33adtg,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1709867687000,1710270000000.0
br_kjrsd8kawv,bo_bxbysp3uqh,5,Excellent sell through ,0,Lawton Hall,1709659439000,1709841600000.0
br_8ew9m46cmj,bo_hepkj64tqz,5,A Customer favorite  ,0,Harper Jaymes,1709142167000,1709323200000.0
br_k8zr3tqn84,bo_ent3zfa7b2,5,thank you ,0,Morning Sage Boutique,1709059255000,1709236800000.0
br_s7njh6nbac,bo_mb6z9zsv87,5,excellent every time! ,0,Simply Us Boutique,1709049843000,1709236800000.0
br_44vrs78n76,bo_sxmcx76spc,5,Great product ,0,La tabaccheria,1708360346000,1708545600000.0
br_9spyg2tpzq,bo_jmfpkbe9qa,5,Awesome  ,0,Dragonfly Boutique,1708134029000,1708545600000.0
br_g43fqb5xpc,bo_tu8cv5kc8f,5,"Customers love Telities! I sell Telities at my salon, my guests love them! I have no problem selling them! I especially like always having new seasonal options. I use them in my own long heavy hair, and they hold perfectly and always return to original shape. True to advertising, doesn't pull on hair or create breakage. Love the glass display, eye catching and looks amazing in my retail area.",0,The Stylist Salon Caldwell,1708106650000,1708545600000.0
br_kk259b46wz,bo_9hp66spay2,5,This is a staple in my shop! ,0,Gillyweed,1708083337000,1708545600000.0
br_huf3ayuvx9,bo_z75gf49w67,5,awesome ,0,Seaglass,1708023905000,1708459200000.0
br_tznz5rzjyn,bo_64v4d7ysgw,5,thank you  ,0,Morning Sage Boutique,1707795375000,1708027200000.0
br_cefnzz6w47,bo_2hamstdvty,5,Always great merchandise! One of our very best selling lines. ,0,Abby Nicole's,1707522204000,1707854400000.0
br_sjckp8nykw,bo_2ahyes6han,4,I love this brand+have been buying consistently for awhile. BUT it ALWAYS takes a long time to get.  Took a long time to actually get shipped then came four days later than expected. It’s always hard to know when your order will finally show up from this brand. ,0,Katie Vogt Hairstylisy,1707342047000,1707508800000.0
br_78wgq5pxfw,bo_zramqdc428,5,wonderful sold several right out of the box! Clips are a huge seller!,0,Savannah Hannah’s,1707332697000,1707508800000.0
br_r8mgt5qhr3,bo_azp4zcnhds,5,Thanks so much!!  We love televise and are always excited when new products and colors come out!,0,Leaf in Creek,1706750161000,1707163200000.0
br_t965rjfgmc,bo_ffpr6kkd2t,5,amazing! Thanks for such great products. Our customers love everything!,0,Pendants by Design,1706739202000,1706904000000.0
br_m3ssuza9nz,bo_vt53ypcrtc,5,Love Teleties Always quick shipping and great quality. Our customers love them just as much as we do!,0,Pate's Department Store,1706661625000,1706904000000.0
br_ydesb4hcsq,bo_achqug732e,5,Love these! ,0,Bluestone Ivy,1706291022000,1706644800000.0
br_ahc6xkckfd,bo_f5muusmxtv,5,High Quality Clip & Hair Ties High quality clips that are a staple at my boutique. The clips sell themselves and orders ship quick and complete from Faire!,0,Pure Barre Lafayette,1706273717000,1706644800000.0
br_ajyy5zf3vq,bo_xvu3rvsuwq,5,"Always love my TELETIES shipment. I have carried these in my shop for years, and they still fly out the door, thank you!! ",0,brickcity emporium/ bowkays,1705837370000,1706040000000.0
br_2majfpmsxs,bo_gxguxfungq,5,Our customers LOVE! Thank you! ,0,Glad & Young Studio,1705694225000,1706040000000.0
br_d566m48um6,bo_32y6xa56ce,5,thank you  ,0,Morning Sage Boutique,1704593124000,1704830400000.0
br_yqkkky6j9y,bo_sxw5cbvubf,5,No words needed!! They are the best ,0,Southern Bliss Pikeville,1704291792000,1704484800000.0
br_xenrcuqayn,bo_6krpaucqdx,5,thank you ,0,Morning Sage Boutique,1702833838000,1703016000000.0
br_64ns9mr92d,bo_4wmepahvcf,5,Love this brand!  ,0,The Autumn Daisy,1702502574000,1702670400000.0
br_sz43ujbsnx,bo_vrxj8738gc,5,Love all orders from this company  ,0,The Autumn Daisy,1702502452000,1702670400000.0
br_xk4ru4mxpv,bo_bpe46evq6q,5,Excellent  ,0,Vintage Bandits Mercantile,1702294575000,1702497600000.0
br_r8r2f3wpka,bo_vfkbv6x932,5,Excellent sell through ,0,Lawton Hall,1702246236000,1702411200000.0
br_pqcb6yey3j,bo_kp574k25b2,5,Love the NEW clips ,0,Lillian's Inc dba: Elle Belle Boutique,1702049508000,1702411200000.0
br_f52hc9xvky,bo_ymzzpp2vc5,5,Excellent sell through Excellent customer service! They actually have a live person answering the phone instead of voice mail Hades and Mackenzie is great to work with! ,0,Lawton Hall,1701793431000,1701979200000.0
br_3jkq8k6mr7,bo_va3svraxbv,5,Sells super quick! I can’t keep them on the shelves - they are very popular. ,0,The 32nd Collective,1701748810000,1701979200000.0
br_t6h5tfcr4m,bo_kpd3bqfx4x,5,tha k yiu ,0,Morning Sage Boutique,1701401373000,1701806400000.0
br_auh49662px,bo_nqphq7ywqt,5,The best ever! ,0,Poppy and Wade,1701264472000,1701460800000.0
br_jrb3946p8a,bo_dq8v4ytz7z,5,Popular product We just had our grand opening and Teleties was a popular choice! Thank you - reordering now!,0,The 32nd Collective,1700979353000,1701201600000.0
br_4m73csrw77,bo_765g2pkrhy,5,Great product  ,0,COZY CORNER TREASURES,1700705451000,1701115200000.0
br_5udmggq7b3,bo_smvjvcmu94,5,Great quality product with a wide variety to choose from.  ,0,Belle's Southern Glow & Boutique,1700244097000,1700596800000.0
br_5sk3ztta2w,bo_9ndhqzurwp,5,Easy!! Love Teleties & this order was quick & easy! Shipping time was great & the product is awesome as usual.,0,The Brave Sparrow,1699973521000,1700164800000.0
br_mq8vhkj46e,bo_sq2t8t669w,5,Best product  ,0,20 Degrees South,1699374542000,1699560000000.0
