Brand ID,Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,Wholesale Promo Discount Percentage,Badge List
b_arceup81f2,Crossbody Bags,Milly Handcrafted Leather Crossbody - Select Colors On Sale!,False,p_q83vvychnj,FOR_SALE,160.0,45.0,0.0,
b_arceup81f2,Crossbody Bags,Gigi Handcrafted Leather Crossbody Bags,False,p_3s3hzzc53d,FOR_SALE,205.0,75.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Marcus Handcrafted Leather Crossbody Bags,False,p_emal20dyaa,FOR_SALE,200.0,75.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Weaver Handcrafted Leather Crossbody Bags,False,p_2exsbqvdvh,FOR_SALE,230.0,89.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Rhodes Handcrafted Leather Crossbody Bags,False,p_6chmbkgeen,FOR_SALE,110.0,55.0,0.0,
b_arceup81f2,Crossbody Bags,Stevie Handcrafted Leather Crossbody Bags,False,p_w9at5gvus7,FOR_SALE,175.0,65.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Joplin Handcrafted Leather Tote/Crossbody Bags,False,p_3kjf2evw79,FOR_SALE,285.0,109.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Nelly Handcrafted Leather Tote/Crossbody Bags,False,p_6zvbn4h5wp,FOR_SALE,305.0,119.0,0.0,
b_arceup81f2,Crossbody Bags,Peck Handcrafted Leather Crossbody Bags,False,p_jwtxzvkqye,FOR_SALE,205.0,79.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Scottie Handcrafted Leather Crossbody Bags,False,p_ey9cee3x6g,FOR_SALE,230.0,89.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Becca Handcrafted Leather Crossbody Bags,False,p_8qhssnhpv5,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Renzo Handcrafted Leather Crossbody Bags,False,p_8cjmntz246,FOR_SALE,205.0,79.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Meadow (Md) Handcrafted Leather Crossbody,False,p_swr2pkpp2m,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Hope Handcrafted Leather Crossbody/Belt Bag,False,p_qtnkwduzrk,FOR_SALE,132.5,49.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Mick Handcrafted Leather Crossbody Bags,False,p_nz8rkr9maw,FOR_SALE,160.0,59.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Sigourney Handcrafted Leather Crossbody Bags,False,p_9pkhpsnjdu,FOR_SALE,260.0,99.0,0.0,
b_arceup81f2,Crossbody Bags,Lira Handcrafted Leather Tote/Crossbody Bags,False,p_s3kcmhq35h,FOR_SALE,335.0,129.0,0.0,
b_arceup81f2,Crossbody Bags,Cooper Handcrafted Leather Crossbody Bags,False,p_5vd73wr24u,FOR_SALE,150.0,55.0,0.0,BRAND_BESTSELLER
b_arceup81f2,Crossbody Bags,Prado Handcrafted Leather Tote/Crossbody Bags,False,p_5bevf6npn6,FOR_SALE,230.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Noble Handcrafted Leather Crossbody Bags,False,p_mkycmg36q8,FOR_SALE,230.0,89.0,0.0,BRAND_BESTSELLER
b_arceup81f2,Crossbody Bags,Hale Handcrafted Leather Crossbody/Wristlet,False,p_g4vj46hkb2,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Gabriel Handcrafted Leather Crossbody Bags,False,p_7mbpykbk3d,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Frisco Handcrafted Leather Crossbody Bags,False,p_fxd9k4x2w4,FOR_SALE,290.0,109.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Gita Handcrafted Leather Crossbody Bags,False,p_50elmzr9cj,FOR_SALE,230.0,89.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Basil Handcrafted Leather Crossbody Bags,False,p_wzkk889tna,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Redding Handcrafted Leather Tote/Crossbody Bag,False,p_2k9vmkqgzu,FOR_SALE,160.0,59.0,0.0,
b_arceup81f2,Crossbody Bags,Cassidy Handcrafted Leather Crossbody Bags,False,p_8sdhzyc4uy,FOR_SALE,112.5,39.0,0.0,
b_arceup81f2,Crossbody Bags,Starlight Handcrafted Leather Tote/Crossbody Bags,False,p_pncxhpnca4,FOR_SALE,230.0,89.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Leora Handcrafted Leather Crossbody Bags,False,p_c5gxifsark,FOR_SALE,285.0,82.0,0.0,
b_arceup81f2,Crossbody Bags,Luca Handcrafted Leather Crossbody Bags,False,p_901oilf46k,FOR_SALE,205.0,79.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Arlo Handcrafted Leather Crossbody Bags,False,p_bt3u6cresr,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Brynn Handcrafted Leather Crossbody Bags,False,p_4sdhheh3p5,FOR_SALE,165.0,59.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Terra Handcrafted Leather Crossbody Bags,False,p_vn5mhemdcb,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Avalon Handcrafted Leather Crossbody Bags,False,p_5mu75zh3zz,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Janna Handcrafted Leather Crossbody Bags,False,p_k6j1bgpw28,FOR_SALE,150.0,55.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Lotus Handcrafted Leather Crossbody Bags,False,p_u4rsugnme9,FOR_SALE,135.0,49.0,0.0,
b_arceup81f2,Crossbody Bags,Levi Handcrafted Leather Crossbody Bags,False,p_s5mfyhr858,FOR_SALE,185.0,69.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Canyon Handcrafted Leather Crossbody Bags,False,p_8tkejhk9cn,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Sam Handcrafted Leather Crossbody Bags,False,p_2fkq98ck4d,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Hayworth Handcrafted Leather Crossbody/Clutch,False,p_2bgwqgc53z,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Tati Handcrafted Leather Crossbody Bags,False,p_bkyzmxy78t,FOR_SALE,132.5,49.0,0.0,
b_arceup81f2,Crossbody Bags,Nolan Handcrafted Leather Tote/Crossbody Bags,False,p_q7jb3cj332,FOR_SALE,285.0,109.0,0.0,
b_arceup81f2,Crossbody Bags,Lidia Handcrafted Leather Crossbody Bags,False,p_8u9zdn2hcq,FOR_SALE,150.0,55.0,0.0,
b_arceup81f2,Crossbody Bags,Yuma Handcrafted Leather Crossbody Bag,False,p_tyg6dhge8c,FOR_SALE,260.0,99.0,0.0,
b_arceup81f2,Crossbody Bags,Austin Handcrafted Leather Sling Bags,False,p_qqapytk4c3,FOR_SALE,200.0,75.0,0.0,
b_arceup81f2,Crossbody Bags,Claire Handcrafted Leather Tote/Crossbody Bags,False,p_j36sjz5nt7,FOR_SALE,245.0,95.0,0.0,
b_arceup81f2,Crossbody Bags,Wallace Handcrafted Leather Crossbody Bags,False,p_5m4a1niojt,FOR_SALE,305.0,119.0,0.0,
b_arceup81f2,Crossbody Bags,Soleil Handcrafted Leather Tote Bags,False,p_5dz2zck6k8,FOR_SALE,230.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Edda Handcrafted Leather Wallet/Crossbody Bags,False,p_zhbyphgh2v,FOR_SALE,122.5,44.0,0.0,
b_arceup81f2,Crossbody Bags,Fabian Handcrafted Leather Crossbody Bags,False,p_7zgktkem69,FOR_SALE,210.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Myles Handcrafted Leather Crossbody Bags,False,p_7s494tfd2m,FOR_SALE,200.0,75.0,0.0,
b_arceup81f2,Crossbody Bags,Devon Handcrafted Leather Tote/Crossbody Bags,False,p_bkdyc61sje,FOR_SALE,205.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Grit Handcrafted Leather Crossbody Bags,False,p_eg6atgu23s,FOR_SALE,305.0,119.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Tess Handcrafted Leather Crossbody Bags,False,p_g9w5yws3nn,FOR_SALE,210.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Jenna Handcrafted Leather Crossbody Bags,False,p_44uw5knajc,FOR_SALE,230.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Ambrose Handcrafted Leather Shoulder Bag/Crossbody,False,p_ekqknce749,FOR_SALE,230.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Milano Handcrafted Leather Tote/Crossbody Bags,False,p_7xwef7shyp,FOR_SALE,210.0,79.0,0.0,
b_arceup81f2,Crossbody Bags,Patsy Handcrafted Leather Shoulder Bag/Crossbody,False,p_6xde5dmd5r,FOR_SALE,235.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Jagger Handcrafted Leather Tote/Crossbody Bags,False,p_wv6qwfs7un,FOR_SALE,230.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Marge Handcrafted Leather Crossbody Bags,False,p_ztykrtut89,FOR_SALE,132.5,47.0,0.0,
b_arceup81f2,Crossbody Bags,Palm Springs Handcrafted Leather Crossbody Bags,False,p_q2aa52ut8z,FOR_SALE,122.5,44.0,25.0,
b_arceup81f2,Crossbody Bags,Deja Handcrafted Leather Crossbody Bags,False,p_rz22zhgdqj,FOR_SALE,250.0,95.0,0.0,
b_arceup81f2,Crossbody Bags,Noah Handcrafted Leather Crossbody Bag,False,p_1712la567e,FOR_SALE,132.5,49.0,30.0,
b_arceup81f2,Crossbody Bags,Beth Handcrafted Leather Tote/Crossbody Bags,False,p_bt37vhan42,FOR_SALE,390.0,149.0,0.0,
b_arceup81f2,Crossbody Bags,Solstice Handcrafted Leather Sling Crossbody Bags,False,p_x5f245r4wv,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Harbor Handcrafted Leather Crossbody Bubble Black,False,p_qkgdr3hb7s,FOR_SALE,190.0,69.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Aster Handcrafted Leather Crossbody Bags,False,p_vahnsjjxkx,FOR_SALE,205.0,79.0,0.0,FAIRE_BESTSELLER
b_arceup81f2,Crossbody Bags,Handcrafted Leather Organizer Bag,False,p_37wvswcgqn,FOR_SALE,185.0,69.0,40.0,
b_arceup81f2,Crossbody Bags,Laurent Handcrafted Leather Crossbody Bags,False,p_8xcmiasai2,FOR_SALE,117.5,42.0,0.0,
b_arceup81f2,Crossbody Bags,90 Degrees Handcrafted Leather Crossbody Bags,False,p_skphpnjb7n,FOR_SALE,135.0,49.0,0.0,
b_arceup81f2,Crossbody Bags,Cate Handcrafted Leather Crossbody Bags,False,p_6a6dz6ngjj,FOR_SALE,255.0,99.0,0.0,
b_arceup81f2,Crossbody Bags,Turner Handcrafted Leather Crossbody Bags,False,p_84elqar97x,FOR_SALE,225.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Milo Handcrafted Leather Crossbody Bags,False,p_cj5n9w2hut,FOR_SALE,98.0,49.0,0.0,
b_arceup81f2,Crossbody Bags,Bo Handcrafted Leather Crossbody Bags,False,p_u9wz5cx8vq,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Payne Handcrafted Leather Crossbody Bags,False,p_73rqxva9gj,FOR_SALE,180.0,65.0,0.0,
b_arceup81f2,Crossbody Bags,Marnie Handcrafted Leather Crossbody Bags,False,p_uhn9krd9hz,FOR_SALE,185.0,69.0,0.0,
b_arceup81f2,Crossbody Bags,Gita Handcrafted Leather Crossbody Bubble Black,False,p_8ujxnxb89p,FOR_SALE,235.0,89.0,0.0,
b_arceup81f2,Crossbody Bags,Marlow Handcrafted Leather Crossbody Bags,False,p_6y2k5rezag,SALES_PAUSED,160.0,59.0,25.0,
b_arceup81f2,Crossbody Bags,Cleo Handcrafted Leather Crossbody Bags,False,p_cg8ybpkv1c,SALES_PAUSED,165.0,59.0,0.0,
b_arceup81f2,Crossbody Bags,Nel Handcrafted Leather Crossbody Bags,False,p_b7wvzd54xp,SALES_PAUSED,120.0,60.0,0.0,
b_arceup81f2,Crossbody Bags,Gypsy Handcrafted Leather Crossbody Bags,False,p_6kvbwfmnzv,SALES_PAUSED,230.0,89.0,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Bag in Azure Blue,False,p_b7vhqc8txb,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag in Orange,False,p_8ex63uxeg9,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag in Gold,False,p_nw29uqxtqe,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag in Bright Green,False,p_n7vfmgmata,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag in Silver,False,p_v9aapw6c2n,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Double Section Crossbody Bag in Nude,False,p_uzjmb9kbwv,FOR_SALE,87.28,29.09,0.0,BRAND_BESTSELLER
b_6dyd8buw9c,Crossbody Bags,Italian Leather Double Section Crossbody Bag in Navy Blue,False,p_bhdssdesuj,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag in Metallic Green,False,p_rvr7vcdguj,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Double Section Crossbody Bag in Gold,False,p_jpgedpq35w,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim in Khaki,False,p_mwmf5fn28f,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim in Raspberry,False,p_dqe484w4bb,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim in Blue,False,p_gek6z87tt3,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim in Grey,False,p_mqtxgac4pa,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim in Fuchsia,False,p_qwt6gcpsrt,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Half Moon Bag with Fringed Trim Bright Green,False,p_82x47hmbuh,FOR_SALE,67.03,22.33,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Crossbody Camera Bag in Raspberry Pink,False,p_bsbugb8whf,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag in Khaki,False,p_zyycgaqxa6,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag in Black,False,p_6ry2m7zrxv,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Camera Bag in Metallic Lime,False,p_uwh5yx2p8k,FOR_SALE,78.43,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Clutch Bag with Strap Blue Rainbow,False,p_h68mc6zzhh,FOR_SALE,65.77,21.5,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Camera Bag Silver,False,p_vxmz9jdzvn,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Camera Bag Raspberry,False,p_8mkh8vga4j,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Camera Bag Navy Blue,False,p_eghhsyf77c,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Camera Bag Green,False,p_5qusa5vdjz,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Small Genuine Italian Leather Crossbody Camera Bag Blue,False,p_vapngrgtau,FOR_SALE,67.03,22.07,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag Black,False,p_pw8s3tukxj,FOR_SALE,67.03,22.07,0.0,FAIRE_BESTSELLER
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Sling Bag in Berry,False,p_vkq25b5gx3,FOR_SALE,88.55,29.22,0.0,
b_6dyd8buw9c,Crossbody Bags,Italian Leather Double Section Crossbody Camera Bag in White,False,p_236nw55xeu,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Bag Metallic Raspberry,False,p_urpdwsb5uj,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag Metallic Blue,False,p_ph8ymdgynx,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag in Bright Green,False,p_zdutwvzzmh,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Genuine Italian Leather Crossbody Camera Bag in Blue,False,p_vm9q894psp,FOR_SALE,87.28,29.09,0.0,
b_6dyd8buw9c,Crossbody Bags,Black Italian Leather Half Moon Crossbody Bag,False,p_99bh3dm2vr,FOR_SALE,60.71,19.92,0.0,
b_6dyd8buw9c,Crossbody Bags,Yellow Italian Leather Camera Bag,False,p_f4t7652vyy,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,White Italian Leather Camera Bag,False,p_xzmwwyvs6a,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Silver Large Italian Leather Half Moon Crossbody Bag,False,p_sasd3d3v7j,FOR_SALE,68.3,22.58,0.0,
b_6dyd8buw9c,Crossbody Bags,Royal Blue Italian Leather Star Studded Camera Bag,False,p_8b3mhvfbd6,FOR_SALE,92.33,30.55,20.0,
b_6dyd8buw9c,Crossbody Bags,Royal Blue Italian Leather Camera Bag,False,p_prqgebj5jw,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Rose Gold Italian Leather Camera Bag,False,p_pbkxycusja,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Raspberry Italian Leather Camera Bag,False,p_tpb3te5x9s,FOR_SALE,78.42,25.91,20.0,
b_6dyd8buw9c,Crossbody Bags,Raspberry Italian Leather Baguette Bag,False,p_e72cg765x8,FOR_SALE,88.54,29.22,20.0,
b_6dyd8buw9c,Crossbody Bags,Rainbow Striped Italian Leather Camera Bag,False,p_k88xk74ncv,FOR_SALE,106.25,35.2,0.0,
b_6dyd8buw9c,Crossbody Bags,Pastel Rainbow Striped Italian Leather Camera Bag,False,p_ewzc3zzwh3,FOR_SALE,106.25,35.2,0.0,
b_6dyd8buw9c,Crossbody Bags,Orange Italian Leather Camera Bag,False,p_b78mu6d6qy,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Orange Italian Crossbody Phone Bag,False,p_qa2nrt8kkg,FOR_SALE,51.85,17.27,20.0,
b_6dyd8buw9c,Crossbody Bags,Nude Italian Leather Camera Bag,False,p_sx2chvunxd,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Navy Blue Sliver Glitter Italian Leather Star Detail Camera,False,p_28nnvj2pqh,FOR_SALE,80.95,26.56,20.0,
b_6dyd8buw9c,Crossbody Bags,Navy Blue Mini Crossbody Leather Bag,False,p_3fu84h4fa6,FOR_SALE,60.71,19.92,20.0,
b_6dyd8buw9c,Crossbody Bags,Navy Blue Large Italian Leather Half Moon Crossbody Bag,False,p_tu26mpn6p2,FOR_SALE,68.3,22.58,0.0,
b_6dyd8buw9c,Crossbody Bags,Navy Blue Italian Leather Star Studded Camera Bag,False,p_huavgv2nrw,FOR_SALE,92.33,30.55,20.0,
b_6dyd8buw9c,Crossbody Bags,Navy Blue Italian Leather Baguette Bag,False,p_x5cngd98sz,FOR_SALE,88.54,29.22,20.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Teal Italian Leather Camera Bag,False,p_dbv2fb6j2z,FOR_SALE,78.42,25.91,0.0,BRAND_BESTSELLER
b_6dyd8buw9c,Crossbody Bags,Metallic Red Italian Leather Camera Bag,False,p_aq6rbz42w5,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Raspberry Italian Leather Camera Bag,False,p_dmuk6puh6j,FOR_SALE,78.42,25.91,20.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Light Pink Italian Leather Camera Bag,False,p_7awxcsrmce,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Green Italian Leather Camera Bag,False,p_cxkky9u9sw,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Denim Blue Italian Leather Camera Bag,False,p_y6h75xzdez,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Blue Italian Leather Camera Bag,False,p_dpfr3nny82,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metallic Black Italian Leather Camera Bag,False,p_uwnv4u5au9,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Metal Green Italian Leather Baguette Bag,False,p_dfy9zp7ast,FOR_SALE,88.54,29.22,20.0,
b_6dyd8buw9c,Crossbody Bags,Light Grey Italian Leather Half Moon Crossbody Bag,False,p_gdegve6nvf,FOR_SALE,60.71,19.92,0.0,
b_6dyd8buw9c,Crossbody Bags,Light Grey Italian Leather Camera Bag,False,p_bcvpwcd3q3,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Khaki Large Italian Leather Half Moon Crossbody Bag,False,p_nzcw2sq4vd,FOR_SALE,68.3,22.58,0.0,
b_6dyd8buw9c,Crossbody Bags,Khaki Italian Leather Triple Section Crossbody Bag,False,p_5dmdb69pf3,FOR_SALE,99.92,33.21,20.0,
b_6dyd8buw9c,Crossbody Bags,Khaki Italian Leather Camera Bag,False,p_73v3dec666,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Hot Pink Italian Leather Camera Bag,False,p_ecpjyj9467,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Gun Metal Italian Leather Triple Section Crossbody Bag,False,p_eyguc7h5cn,FOR_SALE,99.92,33.21,20.0,
b_6dyd8buw9c,Crossbody Bags,Gun Metal Italian Leather Baguette Bag,False,p_zdt69nzumr,FOR_SALE,88.54,29.22,20.0,
b_6dyd8buw9c,Crossbody Bags,Green Italian Leather Camera Bag,False,p_p2zp4yjrpt,FOR_SALE,78.42,25.91,0.0,
b_6dyd8buw9c,Crossbody Bags,Gold Large Italian Leather Half Moon Crossbody Bag,False,p_nevbuwxnxh,FOR_SALE,68.3,22.58,0.0,FAIRE_BESTSELLER
