token,brand_order_token,rating,comment,replies,retailer_name,created_at,publish_at
br_psadbphsxp,bo_7xvtgtu9sd,5,The best you can buy I have healed my hail and grown it long with the help of Viori. My entire family uses these and I am excited to carry them in my store,0,Smile Sciences,1704134968000,1704312000000.0
br_w3xgwh37fa,bo_9cehwd583b,5,We love the brand thank you! ,0,Scottsworld L.L.C,1703902316000,1704312000000.0
br_m3vtwnf6k4,bo_3fuv2wennt,5,Amazing product  Myself as well as a few customers will never use anything else ,0,Bayou Bling with Rhea LLC,1702449105000,1702670400000.0
br_dynag875p6,bo_zrs98axre4,5,I love love love these shampoo bars!  ,0,KM Hair,1701316433000,1701720000000.0
br_egguq6kgtz,bo_rjghhdtybp,5,Unexpected I am a cosmetologist and mom of 4 girls never did I expect to love these bars so much. Their scalps look and feel better and their hair is beautiful and soft. I have been able to stop using professional detangler on my girls. I have sold to many clients and They Love them also. Because of this I tried the dog Shampoo bar on my schnauzer and same thing we LOVE it!! When I order i Normally receive in a week.,0,Hair Innovations,1698698107000,1698865200000.0
br_ugpd6ufez7,bo_p5f2jpmxkd,5,Beautiful Products & Ships Quickly  ,0,"Sol Life Studio, LLC",1698339490000,1698692400000.0
br_8gxnm3dbxx,bo_znn8npsjdd,5,LOVE IT! ,0,Lotus,1697915824000,1698174000000.0
br_qh7fdqyafs,bo_kwnuhr3x55,5,Love your products  I’m going to be retailing this in my salon. i can’t wait ! ,0,C'e La Luna Salon,1697752441000,1698087600000.0
br_aa7nudduch,bo_qmh2s345re,5,amazing  ,0,master js barber shop,1696778676000,1697050800000.0
br_ak2gyp6hku,bo_52nftqu4p7,5,Love their products! ,0,Lotus,1696264720000,1696446000000.0
br_nmuk3x4dhv,bo_a7aw4kz6m2,5,Awesome ,0,YuAngel Boutique LLC,1696251644000,1696446000000.0
br_4n45v2yryh,bo_qhw82d7uba,5,Flying off the shelf! Our staff and customers are in love with these products! Smooth buying prossese. My hair has amazing volume and shine!,0,Made in Arizona/Sedona Unwind/Sedona Bath,1694324955000,1694545200000.0
br_nfpkpsh4wp,bo_24qxh9xeq9,5,Great products everytime! ,0,"Sol Life Studio, LLC",1694022121000,1694199600000.0
br_dhacphc3hz,bo_8xuk94skpn,5,"Always on Point  My family has been using this company for years! As long as this company doesn't change their formulas for their hair products we will ALWAYS be customers. These products are a great deal, and look great in your shop or on your platforms. They make your hair feel great. So glad they're on Faire and it inspires me to get my products on this site too.
Naturemamabodycare.com thanks you!!!!! ",0,"Nature Mama Body Care, LLC.",1692810878000,1692990000000.0
br_59k9f8kvtv,bo_sgk572639n,1,over charged for products. price was $5 higher an 2 products ,0,Whole Body Balance,1692214666000,
br_bgfh7htu24,bo_3u9ffc9683,5,Absolutely love!!! I love everything about this order. The processing was fast and they are selling like crazy. People love these and they smell like heaven! ,0,Mystic Era Creations,1692026824000,1692212400000.0
br_t7ga98zf3b,bo_f6pezaexky,5,"Viori is the BEST! Their products are not only naturally & beautifully made, but they are AMAZING!! I will personally never wash my hair with anything else. And once my customers try them, they are hooked!! :)",0,"Sol Life Studio, LLC",1691783931000,1692126000000.0
br_ycmpw6ug6j,bo_9p2zxgybyj,5,amazing products  ,0,master js barber shop,1691694959000,1692039600000.0
br_tdsxxwkje8,bo_62j8dthwgm,5,"very nice, thank you ",0,Stacey Cameron,1691528432000,1691694000000.0
br_egr4skm3fg,bo_hb99f9cak3,5,"Thank you so much, recommended  There was an issue with the items but they take care it right away. Excellent customer service.  ",0,Brands4les LLC,1690820559000,1691002800000.0
br_63jb9r6ggp,bo_gcszezp65j,5,Exquisitely beautiful & effective products and packaging ,0,FRENCH GIRL,1690465808000,1690830000000.0
br_xag2dgfkme,bo_smsnmv8ka3,5,Absolutely amazed at the quality!  Beautiful product ,0,PERSIMMONS HOLLOW FARM,1690324064000,1690484400000.0
br_ez6z2jgy5d,bo_hr5djc6bxb,5,AMAZING products killer packaging  Im going to try them myself and then sample out to a few clients and I have a feeling these are going to blow out of my shop 🌺,0,Cheeks Nail Boutique,1689213541000,1689620400000.0
br_gfh3pp9d3m,bo_8crhk6jypm,5,Great product smells amazing! Fantastic shampoo & conditioner Bars. The smell is intoxicating!,0,Serenity Botanicals,1689011306000,1689188400000.0
br_xm8j3s7v8f,bo_wt9wbpzezc,5,Incredible hair products  I am a hair stylist. I have been using these products personally for YEARS. I was so excited to be able to carry them in my salon. They are the best shampoo and conditioners bars I have ever tried BY FAR. They are the first plastic free hair products I feel are “salon quality” and feel good about recommending to my clients. The dry shampoo is great and HEALTHY which most are not.,0,Elevate Hair Studio,1688474788000,1688670000000.0
br_ytu5u5w8yy,bo_ud76rdkayu,5,"Best shampoo and conditioner ever!!!  I’ve been in the beauty industry for over 20 years, tried so many different shampoos and conditioners and Viori is the best.
Leaves hair soft, fuller and growing like crazy love love love it!!! I’ve incorporated natural health to my business . The only shampoo and conditioner I use in my office . ",0,DeJardin Health and Beauty,1688421929000,1688670000000.0
br_ggbcgdpe45,bo_v3yt4m8ks9,3,"I love the products, but products were poorly packed for was shipping, some boxes were damaged.  I will buy again just because I love these shampoos, if they promise to do better with packaging the products before shipping. ",0,The Skin Studio LLC,1686699393000,1686855600000.0
br_mnq73fvfgg,bo_eadps8xptm,3,Box was ripped open  Box received was damaged and retaped. I fully expected items to be missing ,0,The Front Page Beauty Bar & Barber,1686095656000,1686250800000.0
br_f7xu2am3nu,bo_2dp4h582ja,5,A dew blemishes on boxes with shipping nothing too crazy Products came as described. Love viori and glad to be able to sell in my salon. Some of the packaging had blemishes due to shipping and the way it was packed but nothing too crazy ,0,Rooted in Beauty,1686076862000,1686250800000.0
br_fnc54njmhy,bo_e5y8xjt8j2,5,Thank you ,0,Brands4les LLC,1685909582000,1686078000000.0
br_dtmhhptvef,bo_6j9x9b2wbt,5,I’ve been in the beauty industry over 20 years and this is by far the best shampoo and conditioner dry shampoo out there !!  Sustainability clean ingredients this is the best by far ,0,DeJardin Health and Beauty,1685657925000,1685991600000.0
br_hszm8ptdfb,bo_effp9k5xgw,5,"Super fast...like speed of light fast! The presentation and actual product far exceeded my expectations. The packaging is beautiful and classy online. But, it's way better in person. I love the little bamboo storage boxes and the scents are heavenly. Super happy with purchase and will be a repeat customer for sure!",0,Maritime Massage,1685471212000,1685646000000.0
br_qf9hd87xyu,bo_cs39gc396h,5,I appreciated getting deals and coupon codes for this.  ,0,Wylde Hair LLC,1684436305000,1684782000000.0
