Product Category,Product Name,Is New,Product Token,Product State,Retail Price,Wholesale Price,brand
Vitamins & Supplements,Inner Cure,False,p_6qkxpuk0jv,FOR_SALE,34.95,20.97,Matcha & CO
Vitamins & Supplements,Skin Cure,False,p_e6jnkn2y47,FOR_SALE,34.95,20.97,Matcha & CO
Vitamins & Supplements,Hair & Nails,False,p_5j6p04ymi4,FOR_SALE,34.95,20.97,Matcha & CO
Bowls,Ceramic Bowl Chawan,False,p_t2pq87rcqw,FOR_SALE,26.78,15.8,Matcha & CO
Facial Serums,Facial Glow Serum,False,p_9g5lmzf441,FOR_SALE,28.95,17.37,Matcha & CO
Kitchen Tool & Gadget,Electric Whisk,False,p_wb65h6z4qm,FOR_SALE,16.05,9.47,Matcha & CO
Measuring Cups & Spoons,Matcha Measuring Spoon,False,p_kcmf42c2hb,FOR_SALE,7.46,4.4,Matcha & CO
Whisk,Bamboo Whisk Chasen,False,p_54gdqx8r6x,FOR_SALE,16.05,9.47,Matcha & CO
Tea Bags,"Assam, Organic Black Tea - 15 Sachets Each",False,p_axgqpmevzt,FOR_SALE,9.2,4.6,The Tea Spot
Tea Bags,Bolder Breakfast Tea - 15 Sachets Each,False,p_ps4nv6tqu5,FOR_SALE,9.86,4.93,The Tea Spot
Tea Bags,Blood Orange Smoothie Tea - 15 Sachets Each,False,p_229mcjpck3,FOR_SALE,10.76,5.38,The Tea Spot
Tea Bags,"Desert Sage, Herbal - 15 Sachets Each",False,p_7g2pf24vm5,FOR_SALE,10.78,5.39,The Tea Spot
Tea Bags,Jasmine Pearls Tea - 15 Sachets Each,False,p_duxnsttcqu,FOR_SALE,10.98,5.49,The Tea Spot
Tea Bags,"Ashwagandha Chai, Organic Herbal - 15 Sachets Each",False,p_aj8s3bbtwz,FOR_SALE,17.7,8.85,The Tea Spot
Tea Bags,"Morning Mojo, Organic Pu'erh Tea - 15 Sachets Each",False,p_cd7uqcfh7m,FOR_SALE,11.0,5.5,The Tea Spot
Tea Bags,Earl of Grey Tea - 15 Sachets Each,False,p_upfj9jjyan,FOR_SALE,8.99,4.8,The Tea Spot
Tea Bags,Yunnan Sundried Black,False,p_qrnz9qn8c9,FOR_SALE,5.7,2.85,The Tea Spot
Tea Bags,"Meditative Mind, Organic Tea -15 Sachets Each",False,p_sgk3zbx7wb,FOR_SALE,12.26,6.13,The Tea Spot
Tea Bags,"Immunity, Organic Herbal Tea -15 Sachets Each",False,p_tu5apjn6wx,FOR_SALE,13.0,6.5,The Tea Spot
Tea Bags,"Turmeric Tonic, Organic Herbal Tea - 15 Sachets Each",False,p_rbd4nr9zvv,FOR_SALE,12.0,6.0,The Tea Spot
Tea Bags,Cinnamon Spice Tea - 15 Sachets Each,False,p_6quhs649b5,FOR_SALE,10.24,5.12,The Tea Spot
Tea Bags,"Adobe Sunrise, Organic - 15 Sachets Each",False,p_q3rghzmgwp,FOR_SALE,10.72,5.36,The Tea Spot
Tea Bags,"Lights Out, Organic Sleepy Tea -15 Sachets Each",False,p_x9qw7mpe2x,FOR_SALE,11.0,5.5,The Tea Spot
Tea Bags,"Keep Fit, Organic Green Tea - 15 Sachets Each",False,p_g2h4txxbet,FOR_SALE,10.0,5.0,The Tea Spot
Tea Bags,Focus Fuel: 3-Tin Sachet Set,False,p_xtuw2rhx5u,FOR_SALE,54.58,27.29,The Tea Spot
Tea Bags,Level Leaf: 3-Tin Sachet Set,False,p_9hwswxazk6,FOR_SALE,54.58,27.29,The Tea Spot
Tea Bags,Pyramid Sachet Sampler - Green Teas,False,p_7j6oxv1q3i,FOR_SALE,6.22,3.11,The Tea Spot
Tea Bags,Pyramid Sachet Sampler - Epicurean Teas,False,p_2v9zbbnwbz,FOR_SALE,6.22,3.11,The Tea Spot
Tea Bags,Overwrap Dispenser Tea Tin,False,p_31tvbdoi4k,FOR_SALE,12.0,6.0,The Tea Spot
Tea Bags,Boulder Blues,False,p_fnxpncgpyk,FOR_SALE,4.0,2.0,The Tea Spot
Tea Bags,"Ashwagandha Chai, Organic Herbal Tea - Bulk, Sachets",False,p_8ar5s24t9s,FOR_SALE,5.5,2.75,The Tea Spot
Tea Bags,Peppermint Tea,False,p_e0qv3qlz9m,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,Coconut Cabana,False,p_ht79b958fc,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Morning Mojo, Organic Pu'erh Tea",False,p_8m2l5eeb26,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,Decaf Lemon Ginger Tea,False,p_c4hnru9dqf,FOR_SALE,3.86,1.93,The Tea Spot
Tea Bags,"English Breakfast, Organic Tea",False,p_by9sd0wc98,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,8 Immortals Oolong,False,p_e5na5hevm5,FOR_SALE,4.5,2.25,The Tea Spot
Tea Bags,"Pu'erh, Organic Tea",False,p_52huh68vgo,FOR_SALE,25.0,12.5,The Tea Spot
Tea Bags,"Meditative Mind, Organic Tea",False,p_2ib42vmhoi,FOR_SALE,5.2,2.6,The Tea Spot
Tea Bags,Earl of Grey Tea,False,p_e1qgz1g4,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Turmeric Tonic, Organic Tea",False,p_dumqmhfoyp,FOR_SALE,4.08,2.04,The Tea Spot
Tea Bags,Nilgiri Black Organic Iced Tea Pouches - 24 Units (12 Gal),False,p_mxbs9w8hbb,FOR_SALE,44.14,22.07,The Tea Spot
Tea Bags,Jasmine Petals Organic Iced Tea Pouches - 24 Units (12 Gal),False,p_es97cnc2al,FOR_SALE,54.3,27.15,The Tea Spot
Tea Bags,Mango Tango Iced Tea Pouches - 24 Units (12 Gal),False,p_9b1izm7eoi,FOR_SALE,40.8,20.4,The Tea Spot
Tea Bags,Hibiscus Cooler Organic Iced Tea Pouches - 24 Units (12 Gal),False,p_b7mf22jx50,FOR_SALE,36.62,18.31,The Tea Spot
Tea Bags,"New Moon Darjeeling, Organic Tea",False,p_ejng7z3m1k,FOR_SALE,4.14,2.07,The Tea Spot
Tea Bags,Mile High Chai Tea - Bulk,False,p_3r378keklm,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Keep Fit, Organic Green Tea",False,p_ejmzpxvtws,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Hibiscus Cucumber, Organic Tea",False,p_2wnaeat1eh,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,Japanese Orchid Sencha Tea,False,p_5eqfh50k4a,FOR_SALE,4.14,2.07,The Tea Spot
Tea Bags,Gunpowder Green Tea,False,p_bqmv4ievo3,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Venus Rising, Organic Herbal Tea For Pms",False,p_ge6jf7pppt,FOR_SALE,5.5,2.75,The Tea Spot
Tea Bags,"Dragonwell, Spring Organic Tea",False,p_az72z7m5hz,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Russian Caravan, Organic",False,p_hqpj944qnc,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,"Lemon Sage, Organic Tea",False,p_cqflxr2cko,FOR_SALE,4.14,2.07,The Tea Spot
Tea Bags,Choco-Mint Truffle Tea,False,p_cbubu1pf05,FOR_SALE,3.68,1.84,The Tea Spot
Tea Bags,Climber's High Chai Tea,False,p_ekfi6zf9,FOR_SALE,3.86,1.93,The Tea Spot
Tea Bags,"Hibiscus Petals, Organic Tea",False,p_2i0fdrfg2p,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Matcha, Organic",False,p_2rvmlqa0ys,FOR_SALE,95.04,47.52,The Tea Spot
Loose Tea,Cinnamon Spice Loose Leaf Tea,False,p_57y2mcks5r,FOR_SALE,39.95,19.95,The Tea Spot
Loose Tea,"Matcha, Japanese Culinary Grade",False,p_8apbl16jcd,FOR_SALE,103.58,51.79,The Tea Spot
Loose Tea,Pink Rose Lemonade,False,p_d6zm28gfdd,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,Strawberry Fields Tea,False,p_7mm1pdiitk,FOR_SALE,4.4,2.2,The Tea Spot
Loose Tea,Moroccan Mint Tea,False,p_46ouhttwdi,FOR_SALE,3.4,1.7,The Tea Spot
Loose Tea,Lady Lavender Tea,False,p_74hzo043fn,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Sencha, Organic Tea",False,p_65d8hcmvyi,FOR_SALE,4.6,2.3,The Tea Spot
Loose Tea,Rosebuds and Petals Tea,False,p_907paltu9i,FOR_SALE,3.92,1.96,The Tea Spot
Loose Tea,Red Rocks Tea,False,p_79rgwaaj5v,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,Mango Tango Tea,False,p_98r49654w7,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Lapsang Souchong, Organic Tea",False,p_cnh3b7mowz,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Jasmine Petals, Organic Tea",False,p_7n9jdnxbyb,FOR_SALE,3.94,1.97,The Tea Spot
Loose Tea,Blood Orange Smoothie Tea,False,p_1849bqcyhu,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,Jasmine Pearls Tea,False,p_34wuij0ywk,FOR_SALE,4.86,2.43,The Tea Spot
Loose Tea,"Gyokuro, Organic Tea",False,p_cqtiemx1c4,FOR_SALE,6.24,3.12,The Tea Spot
Loose Tea,"Immunity, Organic Herbal Tea",False,p_emq7yuref7,FOR_SALE,5.34,2.67,The Tea Spot
Loose Tea,"Ginger Tea, Organic Tea",False,p_6dkr4n1d15,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,Genmaicha Tea,False,p_67rm0cagx0,FOR_SALE,3.94,1.97,The Tea Spot
Loose Tea,Bolder Breakfast Tea,False,p_1k7vp7dg,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Clouds & Mist, Organic Tea",False,p_3zpl919fms,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Assam, Organic Black Tea - Bulk",False,p_b5xugqul90,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"English Breakfast, Shagadelic Tea",False,p_45h9th1v93,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,Ceylon Orange Pekoe Tea,False,p_6fzpoh4x5u,FOR_SALE,3.68,1.84,The Tea Spot
Loose Tea,"Monkey Picked White, Organic Tea",False,p_6mwsv8fzt2,FOR_SALE,3.86,1.93,The Tea Spot
Loose Tea,"Lights Out, Organic Sleepy Tea",False,p_8futsu3j68,FOR_SALE,3.88,1.94,The Tea Spot
Loose Tea,"Iron Goddess Oolong, Organic Tea",False,p_9ladxau7um,FOR_SALE,4.96,2.48,The Tea Spot
Insulated Mugs & Tumblers,Limited-Edition Charity: Water Tea Tumbler,False,p_3whfakk387,FOR_SALE,60.0,25.0,The Tea Spot
Insulated Mugs & Tumblers,Satin Tea Mug,False,p_y3ncajhnjs,FOR_SALE,33.0,16.5,The Tea Spot
Insulated Mugs & Tumblers,Mountain Tea Tumbler,False,p_7f5m686vy4,FOR_SALE,30.95,15.29,The Tea Spot
Coffee Filter,Craft Cold Brew Filter,False,p_z8n63dhzhg,FOR_SALE,20.0,10.0,The Tea Spot
Coffee Filter,Paper Tea Filters - 100 Units,False,p_4euqyn76h4,FOR_SALE,9.0,4.5,The Tea Spot
Tea Pot,Satin Teapot (20 oz),False,p_d3j5qk83a8,FOR_SALE,42.8,21.4,The Tea Spot
Tea Pot,Satin Teapot (34 oz),False,p_t4y8sua7fe,FOR_SALE,53.5,26.75,The Tea Spot
Tea Set,Everyday Tea Mug - 4 Units,False,p_dr6fhnfust,FOR_SALE,130.0,65.0,The Tea Spot
Tea Set,Satin Teacups (Set of 2),False,p_dte2vnqyy8,FOR_SALE,15.0,7.5,The Tea Spot
Tea Strainer & Infuser,Tuffy Tea Steeper,False,p_bn0zuo8s,FOR_SALE,9.0,4.5,The Tea Spot
Tea Strainer & Infuser,Stainless Steel Tea Filter,False,p_7h9sb5ye,FOR_SALE,12.0,6.0,The Tea Spot
Cookbook,Cancer Hates Tea Book - Small Case,False,p_8aurve0m,FOR_SALE,21.95,14.0,The Tea Spot
Food Storage Container,Tea Storage Tin - 10 Units,False,p_kfw9gx65zy,FOR_SALE,39.99,18.9,The Tea Spot
Retailer Sample,Pyramid Sachet Sampler - Herbal Teas,False,p_ds6h0kzqk9,FOR_SALE,6.22,3.11,The Tea Spot
Sticker,Window Decal,False,p_wqhhrk2yyu,FOR_SALE,10.99,5.4,The Tea Spot
Thermosleeve,The Tea Spot Cup Sleeves - 1300 Units,False,p_swbe8qa3aa,FOR_SALE,64.8,32.4,The Tea Spot
Water Bottle,Cold Brew Sport Bottle,False,p_2q9zsvrmd4,FOR_SALE,20.0,10.0,The Tea Spot
Whisk,Matcha Tea Bamboo Whisk,False,p_8bg2mapj,FOR_SALE,28.0,14.0,The Tea Spot
Whisk,Electric Matcha Mixer,False,p_k25undk6px,FOR_SALE,13.0,6.5,Tenzo Tea
Whisk,Bamboo Whisk,False,p_248fnk9v6v,FOR_SALE,19.0,9.5,Tenzo Tea
Whisk,Whisk Stand,False,p_mhzys29mne,FOR_SALE,17.0,8.5,Tenzo Tea
Loose Tea,Tenzo® Matcha (2 Bag Case),False,p_dd3j52vcg4,FOR_SALE,41.98,20.99,Tenzo Tea
Loose Tea,Tenzo® Organic Ceremonial Matcha (2 Bag Case),False,p_3vg97ccs9b,FOR_SALE,70.33,35.16,Tenzo Tea
Bowls,Matcha Bowl with Pour Spout,False,p_ejne9ekgnj,FOR_SALE,25.0,12.5,Tenzo Tea
Canister,Matcha Cannister,False,p_a2xna8s9uh,FOR_SALE,29.99,14.99,Tenzo Tea
Health & Detox Tea,Tenzo® Organic Matcha Single Serves - 10 Packets X 12 Boxes,False,p_j8cejarxhm,FOR_SALE,15.0,7.5,Tenzo Tea
Kitchen Tool & Gadget,1 Teaspoon Scoop,False,p_a2xr9urxgf,FOR_SALE,4.99,2.49,Tenzo Tea
Water Bottle,Eco-Friendly Shaker Bottle,False,p_zn6xjg33yr,FOR_SALE,25.0,12.5,Tenzo Tea
Powdered Health Drink,"Superfood Latte Powder, Blue Lavender",False,p_40t2xyds7b,FOR_SALE,25.0,14.0,Blume
Powdered Health Drink,"Superfood Latte Powder, Salted Caramel",False,p_us5nk9v94a,FOR_SALE,25.0,14.0,Blume
Powdered Health Drink,"Superfood Latte Powder, Reishi Hot Cacao",False,p_8q7scsgvgx,FOR_SALE,25.0,14.0,Blume
Powdered Health Drink,"Superfood Latte Powder, Turmeric",False,p_24dnqxgd3k,FOR_SALE,25.0,14.0,Blume
Powdered Health Drink,"Superfood Latte Powder, Beetroot",False,p_1zp3n64w4d,FOR_SALE,25.0,14.0,Blume
Powdered Health Drink,"Superfood Latte Powder, Nut Nog",False,p_c4ua9xb4sr,FOR_SALE,25.0,14.0,Blume
Protein & Superfood Powder,"Superbelly Hydration & Gut Mix, Açai Pomegranate",True,p_726jyzbp2c,FOR_SALE,32.0,18.0,Blume
Protein & Superfood Powder,"Superfood Latte Powder, Matcha Coconut",False,p_2v4p02ywb6,FOR_SALE,25.0,14.0,Blume
Protein & Superfood Powder,"Superfood Latte Powder, Rose London Fog",False,p_qsvuwjkwjq,FOR_SALE,25.0,14.0,Blume
Protein & Superfood Powder,"Superfood Latte Powder, Oat Milk Chai",False,p_7b8vm8frxy,FOR_SALE,25.0,14.0,Blume
Coffee Mugs,Cloud Mug,False,p_v5r3t5zcs8,FOR_SALE,22.0,16.0,Blume
Drinking Glasses & Cups,Bubble Cup,False,p_k5bda8kx7x,FOR_SALE,16.0,8.0,Blume
Kitchen Appliance,Milk Frother,False,p_ed95e39g52,FOR_SALE,25.0,18.0,Blume
